card1,card2,card3,card4,card5,card6,bet1,bet2,bet3,result
JC,AC,8H,QS,QH,TH,r,r,r,loss
9C,7D,7S,TS,9D,KS,c,c,c,loss
QH,8H,TS,JC,JD,9C,c,r,r,win
8H,QD,8S,AH,AD,JS,c,r,r,win
7C,8C,JD,QC,QD,JH,c,r,r,loss
QS,AH,TC,AC,7H,7C,r,r,r,loss
8H,AS,9H,AH,8S,JS,c,c,r,win
QS,7S,9H,6H,JS,QH,c,r,r,win
QD,JH,7D,KD,AH,6H,c,r,r,loss
KS,8C,TC,JC,QH,AC,c,r,r,win
QH,8C,QS,TH,6D,TD,c,c,r,win
7H,7D,KS,8D,AS,JD,c,c,c,win
9H,7C,KH,8S,AH,8D,c,c,r,win
6S,TS,JS,AC,9C,8D,r,r,r,win
TD,TS,9S,TH,AS,7C,c,c,c,win
QD,TS,TD,AS,TH,6H,c,r,r,win
TH,TS,8H,JD,8C,7H,r,r,r,loss
TS,9D,9H,JC,9C,7D,c,r,r,win
AS,KS,9S,AD,TD,8D,c,r,r,loss
TD,6C,KS,TC,6H,TS,r,c,r,win
9H,TH,6D,8C,QS,8H,c,c,r,win
JD,TH,QH,6C,6D,7D,c,r,r,loss
8H,QS,JH,7C,QC,AS,c,r,r,win
TS,TD,7S,KH,8D,QC,r,r,r,loss
8D,9D,8H,TC,7H,AC,c,r,r,loss
KC,7H,8D,9D,TD,KD,c,r,r,win
TD,KD,QH,QS,6D,KC,c,r,r,win
6S,7C,JH,KS,JS,7H,c,r,r,loss
9C,6H,JD,JS,7H,8H,c,r,r,loss
8H,6D,7C,QD,7D,6S,r,r,r,loss
JD,9H,QC,KS,6H,AC,c,c,c,win
KH,AH,8S,QH,AS,TC,c,c,r,loss
6H,KC,8C,6C,9H,JD,c,r,r,loss
AC,9C,TS,9D,7D,KS,c,c,c,loss
6D,JS,KD,8C,6C,9S,c,c,r,loss
7C,9C,KH,9H,QD,KC,c,c,r,win
KC,8C,9H,QS,7S,6H,c,r,r,loss
AC,KS,TC,6D,9S,6H,c,r,r,loss
TS,8C,7S,QC,JH,QS,c,r,r,win
TD,QS,8S,7H,JS,KC,c,r,r,loss
JS,7D,6H,AD,KS,QS,c,r,r,loss
QS,6D,7S,AC,QC,JH,c,c,c,win
9C,KS,8C,QS,QH,9H,c,r,r,win
9S,QD,TS,6S,KH,7D,r,r,r,win
6S,QS,9S,7C,6D,JC,c,c,c,win
9C,6C,JD,8C,KD,QS,r,r,r,win
8H,AH,7H,TS,TD,7C,c,r,r,loss
QH,6H,6C,AD,6D,KS,r,r,r,loss
TD,JH,8C,AH,9C,6H,c,r,r,loss
KH,7C,6H,9D,JS,8D,c,r,r,loss
9H,TD,6S,QD,AH,AS,c,c,r,loss
6C,KD,JH,TS,TC,QD,r,r,r,loss
KD,QH,9D,QD,6D,7H,c,r,r,win
QD,8H,9S,JH,KS,QH,c,r,r,win
QD,9D,8D,AH,TH,QH,c,r,r,loss
KH,JC,TC,KC,JH,8C,c,c,c,win
AD,QH,8H,KD,QC,9D,c,c,c,win
QH,KC,8C,TH,AD,JC,c,r,r,loss
7D,KH,QH,7S,6D,7C,c,c,r,win
AC,8D,QC,6S,8S,7D,c,r,r,loss
7H,9H,KH,KS,JH,KD,c,r,r,loss
TD,KD,AS,9C,QC,8H,c,c,c,win
7D,JC,KS,JH,8S,8D,r,r,r,loss
6H,KH,AS,KC,TD,6D,c,c,c,win
JH,QC,7H,6S,9S,8S,r,r,r,loss
QH,9H,9S,TD,JS,6D,c,c,c,loss
6D,9D,JC,7D,TS,7S,c,r,r,loss
6C,KH,QS,JC,TD,8S,c,c,r,loss
QD,QH,9S,TS,8H,6C,c,c,r,loss
8D,QS,9H,TS,7C,KS,c,r,r,loss
8C,6D,QH,9H,7S,QS,c,r,r,win
JD,8S,QD,KD,9S,TH,c,c,c,win
AS,TH,8S,JD,JC,AC,c,r,r,win
6S,TS,KD,QD,7D,AS,c,c,r,loss
AC,JD,7C,TD,7S,7H,c,r,r,loss
TC,JD,JC,8H,QS,KD,c,r,r,win
JD,TS,AH,7C,JH,AD,c,r,r,win
KH,9C,QS,KS,7C,6H,c,c,c,win
AC,QD,TD,TH,QH,QS,c,r,r,loss
7S,TS,8C,TH,KD,KS,c,c,r,win
7H,QC,6D,JH,KC,7C,c,r,r,loss
JH,8C,7S,QC,JC,AC,c,r,r,loss
QC,AH,TS,AD,KC,7H,c,c,c,win
AC,TH,7D,9D,8C,JD,r,r,r,win
7D,TD,KC,QC,AS,7C,c,c,c,win
9H,QC,9S,TS,7D,AC,c,c,c,win
TS,AC,KH,QS,TC,QC,c,r,r,loss
JS,QD,7S,6S,KS,JC,c,r,r,loss
8H,QD,9H,AD,8D,9D,c,c,r,loss
QD,JH,QH,KC,TS,7H,c,r,r,loss
7S,QH,8H,8D,6S,TC,c,r,r,loss
6S,6C,AH,TH,JH,KD,c,c,c,loss
8C,8S,AH,TC,KD,9C,r,r,r,win
KS,6C,TS,7H,QD,AC,c,r,r,loss
JS,7D,7C,AS,TH,JH,c,r,r,win
KH,AC,8D,9S,6D,JH,c,c,r,loss
QC,9H,TD,TH,7H,TS,r,r,r,loss
TC,8H,JS,JC,7S,AD,c,r,r,loss
6C,TD,6S,AD,JS,AH,c,r,r,loss
KS,AS,6D,KD,6C,6S,c,r,r,loss
JS,JH,AH,JC,AD,7S,c,r,r,win
AS,JS,JC,JD,7S,KS,c,r,r,win
QC,9C,9D,KH,KD,7S,c,r,r,win
QD,KD,QS,9D,8D,JH,c,r,r,loss
QS,AS,6S,8C,JH,TH,c,c,r,win
8D,6D,8H,9H,7D,TC,r,r,r,loss
6S,TH,8S,6H,7C,JD,c,r,r,win
JD,KD,TS,JC,TH,7C,c,r,r,loss
KH,7S,7D,7C,TC,6S,r,r,r,win
8S,6S,KD,8H,QS,KH,r,r,r,loss
AH,AS,QC,7C,TS,7H,c,c,r,win
6D,9C,JD,7C,JC,8H,c,r,r,win
7C,9S,TH,6H,8H,JD,r,r,r,loss
7D,QC,QH,6C,AD,7S,c,c,c,win
7H,8S,JD,KH,KS,6D,c,r,r,win
JD,QS,9D,AS,TS,AD,c,c,r,win
QC,7S,KD,7D,8S,AC,c,c,r,loss
7H,TC,7D,JD,6D,QS,r,r,r,loss
6S,KC,7S,JS,8C,QD,c,r,r,win
7S,6D,QS,6S,7H,QC,r,c,r,win
9S,QH,6H,7H,KS,AD,r,c,c,win
TS,AC,TC,JC,6S,8S,c,r,r,loss
JD,9S,QC,7H,9H,7D,c,c,r,win
8S,7C,KC,JC,AC,JS,c,c,r,loss
AH,7H,8C,KD,6D,AS,c,c,c,win
KH,8S,TS,6S,QC,6H,c,r,r,loss
6S,AH,8H,AD,AS,QS,c,r,r,win
QC,TC,AS,KC,QH,7S,r,r,r,win
QD,8C,KC,TH,6H,JH,r,r,r,loss
JC,TD,6C,7C,AS,QS,c,r,r,loss
KD,AC,7D,8D,9C,7C,c,r,r,loss
KS,9C,QS,7C,6D,QC,c,r,r,loss
8S,6H,6D,JC,8D,TC,r,c,c,loss
KC,TC,QC,KH,KD,AD,c,r,r,loss
KH,8S,6D,JS,9D,7D,r,r,r,loss
6H,8D,KS,6D,QD,7H,c,c,r,loss
KS,8H,TH,7D,7H,8C,c,r,r,loss
JS,AH,9H,KC,QH,8D,c,c,r,loss
JC,6C,AD,QC,KC,JH,r,r,r,win
KD,AD,8D,8S,6S,8C,c,r,r,loss
8D,KC,AC,AS,QD,6H,c,r,r,win
JD,8H,TD,9C,6S,7S,c,r,r,win
TH,AH,JC,KD,9C,8D,c,c,r,loss
8C,KD,8S,KC,6C,6H,r,c,r,loss
7S,JS,QC,8S,7D,QD,c,c,r,win
8S,AC,TD,8C,AH,JS,c,c,c,loss
8S,AD,JH,AS,6C,QH,c,r,r,loss
AH,9D,8C,AC,8D,AS,c,r,r,win
9H,9D,AS,6D,8D,AD,c,r,r,win
9C,JC,KC,7C,7D,QD,c,r,r,loss
JS,KS,6C,JD,6S,AS,c,r,r,win
6D,AC,KS,9C,6C,QH,c,r,r,win
9S,KD,8H,TC,8D,TD,c,r,r,win
TH,QH,JS,JH,KH,9S,c,r,r,win
7H,QC,9S,7S,JH,JC,c,c,r,loss
6D,QS,8D,8S,TS,8C,c,r,r,loss
8C,6H,JH,AS,JS,AC,c,r,r,loss
7D,7S,9D,9C,JD,AD,c,r,r,loss
JH,6H,TS,8S,7C,QC,c,r,r,loss
9S,9H,AS,8C,KC,6H,r,r,r,loss
7H,TH,AH,6D,KS,7D,r,r,r,loss
AD,9C,JC,JS,7C,8H,r,r,r,loss
8D,JH,JS,9H,QS,KS,c,c,r,loss
JS,9H,8C,6S,JC,9C,c,c,r,loss
KS,KD,JD,8D,AH,7C,c,r,r,loss
QC,KH,9H,6H,6S,JH,c,r,r,win
TC,KD,8H,6H,7D,JH,c,r,r,loss
QH,AC,8S,TC,JS,AH,c,c,c,win
TC,KH,AD,QS,6H,6S,r,r,r,loss
QD,QH,TS,KD,AH,7D,r,r,r,win
8D,6H,TD,QS,TH,QC,r,r,r,loss
JD,AD,9H,AH,9C,8D,c,r,r,loss
QS,JC,AH,AC,8D,TH,c,r,r,win
JH,7H,TH,9H,TD,QS,r,r,r,loss
7H,TS,TC,KD,6C,9S,c,c,r,win
AC,9S,AS,9H,8C,AH,c,r,r,win
JC,TS,QH,8D,8C,6H,c,r,r,win
QS,9D,6S,9S,9H,JC,c,r,r,win
AH,8S,6D,AS,KH,KS,c,c,r,win
QH,6D,9H,QD,QC,8S,r,r,r,win
7S,KH,6S,AH,JS,QD,c,r,r,loss
KH,TC,6H,6D,8S,TS,c,r,r,win
8S,TD,6H,JC,9S,JS,c,r,r,win
TC,6C,AD,6H,8S,KD,c,c,c,loss
QD,KC,6H,7H,QC,JD,r,c,r,win
KH,8D,8C,AC,JD,TS,c,c,r,loss
KH,7D,KS,QD,8H,8C,c,c,r,win
TS,QS,AD,8S,QC,QH,r,r,r,loss
QS,TH,TC,9C,9S,KH,c,r,r,win
7H,KH,JS,KC,6C,TD,r,r,r,loss
KS,AD,AH,TC,8C,9H,c,r,r,loss
JD,9H,7D,9D,6C,QS,c,c,c,win
6C,AD,QH,8H,TD,TH,c,r,r,loss
AC,7S,6C,9S,7H,JC,c,c,c,loss
TS,8H,TH,QC,JH,6C,c,c,c,loss
KS,TS,AD,TD,JS,8C,c,r,r,loss
QD,9H,JD,JH,QC,KC,c,r,r,win
7S,TC,AD,QD,KS,KC,r,r,r,win
8C,QH,AC,JH,6C,AD,c,c,r,win
AC,QD,KH,8H,JC,AS,c,c,c,win
8S,TS,QS,6D,QC,9C,r,r,r,loss
JD,QS,TD,TC,KS,6H,r,r,r,loss
8C,6S,QS,KD,TS,8S,c,r,r,loss
QH,JS,KS,QC,8C,9H,c,r,r,loss
JS,TC,TH,JH,8H,7C,c,c,r,win
9C,JC,QD,KS,7C,AH,c,r,r,win
8D,8H,JD,KD,8C,JS,c,c,r,win
8C,6C,QC,KH,JH,TC,c,c,c,loss
AC,KC,9C,6D,9S,AH,r,r,r,win
KS,JS,8D,JC,7C,7S,c,r,r,win
8C,8H,QS,KH,KC,KS,c,r,r,win
7D,TH,JH,JD,9S,7S,c,r,r,win
8C,8D,9H,7C,AD,7H,c,r,r,loss
KS,TS,6D,8S,KD,QD,c,c,c,win
JS,9C,6H,QH,KD,AH,r,r,r,loss
AD,JC,8S,KH,TC,6H,c,r,r,loss
QH,7H,JD,7S,9H,AC,r,c,c,win
TS,TC,9D,8D,8C,7H,r,r,r,win
6S,8H,JD,QC,8C,AH,c,c,c,win
JH,8H,9D,7H,JS,6C,c,r,r,win
QS,9S,QD,KD,AC,8H,c,c,r,loss
QS,9D,JC,8C,9C,KH,c,r,r,loss
TH,8C,AH,TD,9H,8S,c,c,r,win
6S,TD,7C,8C,JH,KC,c,r,r,loss
JD,JC,9H,QD,KC,AS,c,r,r,loss
AC,8S,TC,JC,9H,KS,c,c,r,win
JC,AD,9C,9H,6D,QC,c,r,r,loss
7D,7C,QD,JC,7H,8D,c,c,c,win
8S,6D,TH,AC,7H,KS,r,r,r,loss
7H,KH,QH,JS,KS,6S,c,c,c,win
KH,9C,9H,JD,6C,KC,c,r,r,loss
KD,KS,7S,KC,8H,AS,c,c,c,win
7D,6H,QH,7H,KC,JS,c,c,c,loss
KC,9C,QC,7S,AC,QD,c,c,r,loss
KD,AC,9D,TH,JD,7S,c,c,r,loss
7S,AH,TS,AS,8S,JH,c,c,c,win
8D,8C,8S,QH,TH,9H,c,c,r,win
8H,AC,TC,QD,6C,9H,c,c,r,loss
6D,TD,AH,9C,6S,AD,r,c,r,loss
9C,TD,6D,9H,8C,KS,c,c,c,loss
JC,KH,JS,7H,9C,8S,c,r,r,loss
9H,7D,6S,8S,8D,TH,c,r,r,loss
QS,6H,6C,8C,JH,6S,c,r,r,win
7H,8S,JC,JH,JD,9C,c,r,r,loss
8D,JD,9D,6H,QS,AD,c,r,r,win
8H,TC,TS,QD,AD,JH,r,r,r,win
TD,6C,AD,JD,KC,AH,c,c,r,win
8C,TC,QC,8S,TS,JS,r,r,r,win
JS,9C,AS,TC,AD,9S,c,r,r,loss
TC,AS,9S,KH,KD,TH,c,r,r,loss
JD,AC,9D,TD,8H,JS,c,r,r,loss
AD,7C,JC,TH,JH,8S,c,r,r,win
TD,6D,8D,9D,8H,JH,c,r,r,loss
TD,9C,8S,QC,TS,KH,r,c,r,win
KH,QD,JD,7D,JC,KD,c,r,r,win
7H,8C,KD,8D,7D,JD,c,c,r,loss
AC,AD,6D,QS,QD,AH,c,r,r,win
8H,9C,8C,TS,KC,7S,c,c,r,loss
TS,AC,9D,6D,KD,AH,c,r,r,loss
KC,KD,JC,8C,QD,9H,c,r,r,loss
8H,QS,6S,TH,8S,9D,c,r,r,win
9H,9C,9D,KH,QS,TD,c,c,r,win
6D,TH,7C,QH,9D,AD,c,r,r,loss
9H,JH,6D,7H,QS,JD,r,r,r,loss
6C,JD,7S,AC,JH,6S,c,c,c,win
JD,QD,8S,AS,9S,8H,c,r,r,loss
AC,9C,7C,6D,JC,KD,c,r,r,loss
8S,AS,7H,KS,9S,8C,r,r,r,loss
JH,TH,KD,AS,9D,6D,c,c,r,loss
8S,TH,JS,TC,QH,KH,c,c,c,win
QS,6C,TH,7S,AD,7D,c,c,r,loss
JD,AS,KS,QH,AH,JC,r,r,r,win
KC,AC,KH,9C,6C,9D,c,c,r,win
KC,9H,7C,TH,TC,KD,c,r,r,loss
TH,7S,9S,TS,AD,6D,c,r,r,win
TD,AS,7C,KH,KC,JC,c,r,r,loss
6D,8S,TH,QC,9D,8C,c,r,r,loss
AS,7C,QD,6D,7D,TH,r,r,r,loss
6C,KC,KD,6D,KS,AC,c,r,r,win
AD,TH,7S,QS,9H,8D,c,r,r,loss
JS,6D,6C,7D,8S,6H,r,r,r,win
8S,AS,TD,6S,9C,6H,c,r,r,loss
KS,JH,AH,6D,JS,7S,c,c,r,loss
QS,9H,8S,AD,KD,QH,r,r,r,loss
7C,KS,KC,6H,QS,AC,c,r,r,win
TH,6D,AD,KS,8H,8S,c,r,r,loss
6D,QH,7D,JS,KH,AS,c,r,r,loss
JS,8C,KS,6D,JH,9D,c,c,c,win
9H,TD,7H,TS,8C,8S,c,r,r,win
JS,AD,TH,QC,7H,JC,c,r,r,win
TS,7H,QS,8C,JC,6D,r,c,c,win
JC,9S,6S,QS,AC,JH,c,r,r,loss
AS,6S,7C,8S,9S,KS,c,r,r,win
KD,AC,6C,9D,6H,9S,c,r,r,win
7H,QD,TD,AH,7S,6D,r,r,r,loss
TC,KD,QH,7S,6H,JH,c,r,r,loss
9C,8C,TH,KS,JC,9S,c,c,r,loss
QH,QS,7C,AH,6D,KH,c,r,r,loss
TH,9D,7H,QS,JH,JS,r,r,r,loss
9H,8H,TC,6D,TH,8S,c,r,r,win
KS,7D,TH,AH,6C,JS,c,r,r,loss
6S,JD,AS,9S,AH,QH,c,r,r,loss
TS,QS,QD,7C,8S,9C,r,c,c,win
9H,7H,6S,QC,TC,QH,c,r,r,loss
JD,JS,7H,7C,KH,6D,r,r,r,win
6S,QS,AH,AS,TS,9S,c,r,r,win
KC,TS,6C,9C,AH,JS,c,c,r,win
AH,QH,JD,AD,8D,8S,c,c,r,win
6C,7C,TH,JC,TS,QD,c,r,r,loss
TC,9D,AC,KC,9H,6C,r,r,r,win
9S,JS,AH,7C,9C,KH,c,r,r,loss
AH,8H,KD,8S,AC,6S,c,c,c,win
9D,TC,7S,7H,AH,7C,c,r,r,loss
9S,JC,7S,7H,QC,8C,r,r,r,loss
8D,JD,9H,TH,7S,QS,c,c,c,win
KD,JD,JH,KC,JC,QS,c,r,r,win
TC,8S,8D,7S,AC,AD,c,c,r,win
KC,6S,6D,JC,TD,AS,c,c,c,loss
8S,QS,8H,TD,9D,6H,r,r,r,loss
QD,QC,9H,JD,9D,KH,c,r,r,win
9H,AC,8S,KD,AS,AH,c,c,r,win
AD,QH,8D,JC,QC,KD,c,r,r,loss
9D,9H,KH,8H,9S,QS,r,r,r,win
JD,AS,8S,AD,7S,8C,r,c,r,win
QD,JS,TD,JC,6D,KS,c,r,r,win
TS,9D,KS,QD,KC,8C,c,r,r,loss
7H,KD,8C,8H,9S,KS,c,r,r,win
QH,AC,9S,KD,6H,9C,c,c,r,loss
KC,9C,7D,QS,7C,9H,r,r,r,win
AH,JH,KD,7S,AS,AC,c,c,r,win
KH,AS,8D,JC,6H,JH,c,r,r,loss
TD,JS,QS,JD,KH,6C,c,c,c,win
TD,9S,6S,QC,KS,QS,c,r,r,win
6D,AH,6S,AD,8S,QD,r,r,r,win
AC,QD,9S,QS,6C,KD,c,c,c,win
7D,8H,KC,8D,TC,KS,c,c,r,win
7S,7H,6S,KS,AD,9H,c,c,c,win
7S,9D,TS,KS,JH,8H,r,r,r,loss
7S,AD,QH,JC,9C,7D,c,r,r,loss
TS,8H,TH,8C,JD,7H,r,r,r,win
AS,9C,6D,JD,9D,AD,c,c,c,loss
9H,KS,AC,AH,TD,KC,c,r,r,loss
KD,8H,QC,QS,6H,9S,c,r,r,loss
9C,TS,KH,8D,KS,9S,c,r,r,loss
TH,9C,7H,JC,9H,6S,c,r,r,win
QS,TD,8C,AC,7H,6C,c,r,r,loss
QD,AH,QS,KD,JD,JC,c,c,r,win
7C,7H,TC,7D,9H,QC,r,r,r,win
TH,8S,9H,TC,7S,QC,c,c,c,win
JS,7S,6D,6H,QH,8D,c,r,r,loss
JS,TH,8S,8C,7D,QC,r,r,r,loss
7C,AS,8C,9D,8S,JS,c,r,r,loss
9S,7C,QC,8S,AH,JD,c,c,r,loss
9D,AC,AD,AS,AH,QD,c,r,r,win
7S,AH,6S,QS,TS,7D,c,r,r,win
QD,8S,TS,6S,AH,AC,c,r,r,loss
9S,QD,9H,8C,JS,TH,c,c,r,win
6C,TD,9D,KH,7D,8D,r,r,r,win
8H,JD,QS,AS,6H,JC,c,r,r,loss
7H,7D,JD,AC,JS,6D,r,r,r,loss
TC,8S,6C,KS,AD,QD,c,r,r,loss
7S,KH,JH,AD,QD,KC,c,r,r,loss
QC,8D,JS,AH,KH,8C,c,r,r,loss
8H,9S,QD,KD,6C,9H,c,r,r,loss
7C,6D,7S,AH,QC,8D,c,c,c,win
TS,QC,9S,9H,TD,KD,c,r,r,win
TS,KC,9D,JH,7S,7D,c,c,r,win
9D,8D,8S,JD,AD,7C,c,c,c,win
7C,AD,9D,TH,KC,6D,c,r,r,loss
6C,KS,8C,7D,7C,KD,c,r,r,win
QD,AH,8S,KS,9C,KD,c,r,r,win
9H,7C,9C,TC,9S,8D,r,r,r,loss
KD,8D,JD,6H,QH,9D,c,c,r,loss
7D,JD,TD,8C,JS,AD,c,r,r,win
TS,AH,TC,9C,7S,6S,c,c,r,win
9C,JC,TD,8D,QC,7H,c,c,c,win
KC,6D,QC,KS,QS,AH,c,r,r,win
QD,QC,TS,QH,KD,AH,c,r,r,win
AH,9C,9H,8H,AD,6H,c,r,r,win
JS,JH,KC,8D,9C,8H,c,c,r,win
7S,JH,8H,9C,KD,9H,r,r,r,loss
QC,6D,JS,AH,9S,TH,c,r,r,loss
8D,8H,8S,JS,AS,7C,c,c,c,win
6C,6S,8C,7D,7C,TC,c,r,r,win
TH,7H,9H,9S,7S,7D,c,r,r,win
AD,7C,QC,KD,TS,KH,r,r,r,loss
TH,7C,JC,TS,9C,9S,c,c,r,win
6C,KH,6H,6S,9S,TS,c,r,r,win
8S,KD,8H,QD,JH,TH,c,r,r,loss
AS,JD,7D,8S,9D,8D,c,r,r,loss
KC,8S,AC,9C,JC,AH,c,r,r,loss
8C,AC,QS,6D,6H,KH,c,r,r,loss
6H,TS,KD,8C,TD,6S,c,r,r,loss
TC,QC,TD,JH,6H,9D,c,c,c,win
JC,9C,7C,7S,9H,JH,c,r,r,win
KH,6D,8C,AH,6H,8S,c,r,r,loss
7C,QD,8D,6C,9C,KD,c,r,r,loss
TS,QC,9C,AH,JS,8S,r,c,c,win
TS,TH,QH,7C,7S,TC,r,r,r,win
KH,7D,TH,JC,7C,6H,c,c,c,win
6H,TH,JC,8H,6S,8C,r,c,r,win
6C,KD,9C,6H,9H,8H,r,r,r,loss
TS,KD,7C,KH,9H,JD,c,r,r,win
7D,6C,9D,TC,9C,KH,c,r,r,win
8H,KH,9D,JD,AS,6C,c,r,r,loss
8S,6S,QS,KS,AS,JS,r,r,r,win
8S,QC,AS,TC,9S,JH,r,r,r,win
TS,9C,QH,JC,QC,9H,c,r,r,loss
AC,TS,KS,8D,7S,TC,r,r,r,win
JS,9C,QS,AC,JD,6S,c,r,r,loss
8D,6S,TD,AC,7C,TC,r,c,r,loss
QS,QC,8C,7S,9C,7D,c,r,r,win
QC,KD,6C,JC,8H,7S,c,c,r,loss
6C,8D,6D,6S,7S,6H,c,r,r,win
6C,6S,TC,AC,8C,QD,c,r,r,win
6C,9C,TH,7S,8C,KH,r,c,c,win
TC,8D,6C,JH,TD,6S,c,c,r,win
JD,QS,QD,KH,JH,AD,c,r,r,win
AH,QD,AD,7S,KD,8H,c,c,c,loss
AC,TD,JD,JC,7D,QH,c,r,r,loss
6D,6S,JD,8H,QC,KS,r,r,r,loss
7C,AS,6H,AD,JC,JH,c,r,r,win
7H,8C,KC,9H,QH,6H,c,c,r,loss
TS,JC,9S,QH,7H,7S,c,r,r,loss
QD,JD,TC,8C,7D,AH,c,c,c,win
AH,JH,7S,8C,TS,KS,c,r,r,loss
TS,8H,JC,TD,6C,AD,c,c,c,win
TS,QD,AC,TD,AD,7D,r,r,r,win
JS,TD,KC,QH,AD,KH,r,r,r,win
6H,QS,AH,9C,TS,KD,c,r,r,loss
JH,QD,7H,AC,6H,QC,c,c,c,loss
7C,9C,TD,TC,8S,9D,c,r,r,loss
AH,JD,AS,7D,6S,TH,r,c,c,win
8S,AC,8D,TS,7D,KC,c,c,c,win
7S,8S,KC,TH,9C,JC,c,r,r,loss
JD,JC,8S,9H,7H,6H,r,c,c,win
6H,TS,8C,AH,9C,KH,c,r,r,loss
QD,TD,8S,6C,JH,QC,c,r,r,loss
JC,KC,7D,TH,AS,QH,c,r,r,win
AD,QH,KC,TC,6H,8S,c,c,c,win
TC,KS,QC,KH,8H,8D,c,c,r,win
TD,9S,TS,QH,AS,7C,c,r,r,loss
TD,JS,9H,6C,QH,7H,r,r,r,loss
JC,7H,JD,AD,7D,TH,r,r,r,win
QC,TS,7S,7D,8D,6S,r,r,r,loss
6C,KS,7H,TS,7D,QD,c,r,r,loss
QD,AC,AS,9S,JC,9H,r,r,r,win
6C,JS,KC,7S,TD,7D,c,r,r,loss
TS,8H,QD,TH,AH,6S,c,r,r,win
AC,9S,6S,8S,KH,JH,c,c,c,win
AC,7H,JH,QS,JD,TC,c,r,r,loss
9C,TC,QH,TH,7S,9H,c,r,r,win
TD,7C,JH,8S,JC,KC,r,r,r,loss
KS,AC,9S,KH,9H,JD,c,r,r,loss
6S,AH,QH,6H,AC,JC,r,r,r,win
6C,8C,6D,9C,8D,TC,c,r,r,loss
8H,8D,7D,JC,KC,TC,r,r,r,loss
JD,TD,QH,8C,6S,KS,r,c,r,loss
7C,9C,7S,AC,AS,TD,c,r,r,win
6D,KH,JH,7C,AD,TH,c,c,r,loss
JH,6C,9S,QS,8D,TC,r,r,r,win
7H,7S,QD,TS,8S,9C,c,c,c,loss
KS,8D,6C,KH,QC,TH,c,c,r,win
7H,AS,JH,JS,AH,KC,c,r,r,loss
KS,6D,AH,6S,QD,7S,r,r,r,loss
JS,AD,9H,6H,8C,8H,c,r,r,loss
7H,8H,TS,QC,KH,6C,r,r,r,loss
7S,8S,QD,TD,9H,QS,c,c,r,win
7H,TS,9S,JD,8H,JS,c,c,r,win
TD,7H,TC,9S,9H,7C,c,r,r,win
TH,JS,7C,7S,8C,9C,r,r,r,loss
AD,8D,6H,KH,KS,9S,r,r,r,win
6H,6C,7S,6S,TC,7D,r,c,r,win
9H,7H,JH,6D,6S,TS,c,r,r,loss
JC,TD,8D,AS,TH,AD,c,c,r,win
JS,7D,7C,6D,JC,QC,c,c,r,win
TC,6S,AH,JD,7D,QC,r,r,r,loss
8C,9H,JS,KD,9D,AS,c,r,r,loss
8C,QS,7H,7C,9D,TS,c,r,r,loss
6H,6D,7H,KC,9S,AS,c,r,r,loss
AH,7H,TH,8D,QD,JH,r,c,r,win
7C,TC,JC,JH,6S,QD,c,r,r,win
8D,TC,TS,JH,AC,9H,c,r,r,loss
7S,TH,JH,6S,9C,AC,r,c,r,win
9H,TS,QS,AS,KS,8C,c,r,r,loss
8S,9D,7C,TC,QC,TS,c,r,r,win
AC,JC,9D,TC,KH,QH,c,c,c,win
6D,7D,AS,8S,6C,AH,r,c,r,win
7D,AH,KD,9C,TH,6C,c,c,r,loss
9S,7H,QH,6H,AS,6D,r,r,r,loss
KC,QS,TH,KH,QD,KD,c,c,r,win
KH,JH,AD,KS,KD,9S,c,r,r,win
JS,8H,KD,QC,TC,7H,r,r,r,loss
8D,8S,QC,JD,JS,6C,c,r,r,loss
7D,QH,TH,JC,6S,TD,r,r,r,loss
KS,TH,JC,QH,6C,6D,c,r,r,loss
TS,TD,QD,AS,9S,KS,c,r,r,win
9D,TC,QD,KS,KH,7S,r,r,r,win
8C,AD,KS,AS,7H,KC,c,r,r,loss
KS,7S,JC,6S,7H,6C,r,c,r,win
8D,KS,JD,AC,6S,7C,c,r,r,loss
8D,7S,8S,6D,AS,KH,c,c,c,win
TS,9C,JC,KS,AD,AC,c,r,r,loss
TS,6H,8D,QS,AS,6D,c,c,c,win
JH,JS,6S,QD,AD,JC,c,c,c,win
QH,6H,TC,6S,JD,KC,c,c,c,loss
KD,7D,QS,JS,8H,9D,c,r,r,loss
AC,AS,7D,QH,8C,TD,c,c,r,loss
6D,AH,QC,AC,JH,KH,r,r,r,loss
QC,QS,JD,QD,7C,KS,c,r,r,win
QS,6H,JH,QH,QD,9D,c,r,r,win
6D,8S,QH,AH,KH,7D,c,c,r,loss
KH,7H,7S,JS,6C,8S,c,c,r,win
AC,TS,TC,QC,AD,TD,c,c,r,win
8C,TH,TD,QC,7H,KS,c,c,r,win
QH,6H,7S,9S,8H,QD,c,r,r,loss
6S,7C,KD,QD,7D,JH,r,r,r,loss
9C,TS,7S,TH,AD,9H,c,c,r,loss
9D,7D,QD,7C,AC,QC,c,c,r,loss
QH,8H,7C,8C,QS,9H,c,r,r,loss
AD,7C,TC,9S,8C,6C,c,r,r,win
7C,JC,JH,QC,TS,QH,c,r,r,loss
QC,TD,KH,KC,JC,6C,c,r,r,win
JC,8H,6D,9H,QS,9D,c,c,r,win
7S,KS,AH,JC,7H,6C,c,c,c,win
9H,AD,QH,9D,TC,7H,c,c,r,loss
