card1,card2,card3,card4,card5,bet1,bet2,result
TH,JH,KS,9H,AS,c,c,win
QD,KH,8C,QS,6D,c,r,win
KD,QC,JS,JC,8D,c,r,loss
QD,QC,8D,9S,6C,c,c,win
KS,8D,6H,KD,QH,r,r,win
7S,6C,KC,QD,7H,c,c,win
KH,JS,AS,8D,QD,c,r,loss
9S,8D,8H,7C,KH,r,r,loss
TH,QS,AH,AC,8C,c,r,loss
JS,9C,AD,6H,6D,c,r,loss
9S,KH,KD,KS,TD,c,r,win
QS,JS,8C,TS,7C,c,r,loss
TS,JH,JC,AD,8C,c,c,win
7H,JC,TH,KC,KD,c,r,loss
8C,TD,9H,JH,KH,r,c,loss
8D,9H,8S,7S,7C,c,r,win
JC,9C,8C,TC,7H,r,c,win
QS,8C,KC,QC,QH,c,r,win
6H,6D,JH,KC,AS,c,r,loss
TC,QC,7C,TD,TH,r,r,win
7H,KS,QD,AH,7C,c,r,loss
KH,JD,8H,AC,TS,r,r,win
JS,7H,9S,QH,TD,c,r,win
8S,JS,8C,KC,9C,c,c,win
AS,JD,KD,9C,6H,r,c,loss
JS,7D,QS,JC,AC,c,c,win
TD,KD,QD,TS,9S,c,c,win
AC,6H,QS,6D,TS,r,c,win
JD,TC,KC,AC,6S,c,c,win
AC,7H,KS,9C,6D,c,r,loss
TS,7H,AH,TH,AD,c,r,win
8H,9H,JH,6C,KH,c,c,win
9H,8S,AH,6D,AS,c,r,loss
KH,TS,6C,QH,JD,c,r,loss
8S,7D,TC,6D,QS,c,r,win
AH,TS,KH,8C,TD,c,r,win
6H,TC,6D,QD,AD,c,r,loss
8D,KH,KD,6S,QS,r,c,win
KH,9D,AS,TD,JC,c,r,loss
7S,KH,8H,9S,JD,r,r,loss
JH,KC,KS,8D,9D,r,c,win
TH,JD,JH,QH,TD,c,r,win
JD,TC,JC,AS,7D,c,r,loss
AH,QC,7H,6C,7C,c,r,loss
6H,AS,KH,JC,AC,c,r,loss
9S,7C,KC,6S,6C,r,r,loss
9D,QD,AC,TC,KC,c,c,loss
JS,JH,QD,8D,6S,c,r,loss
9C,QD,KH,6H,KC,r,r,loss
AC,JH,KS,TH,8D,c,c,win
AD,6S,QS,AS,AC,c,r,win
8D,TD,QD,7C,AC,r,r,win
TH,AS,KC,KH,8H,c,r,win
9C,6C,6D,6S,8H,c,r,win
QH,8D,JS,9H,6D,c,r,loss
JS,AD,6C,KC,7H,r,r,loss
QC,6D,QH,KH,9H,c,r,loss
JD,QC,TC,9S,QH,c,r,loss
7C,JC,KC,AC,QD,c,r,loss
7S,KC,AC,7D,7H,c,r,win
AC,8C,6C,JS,TD,r,r,loss
7C,KC,TS,QD,8C,c,r,loss
8C,QS,QD,TD,KH,r,r,win
KH,9D,7H,AD,KS,r,r,win
TS,AD,AC,QC,7D,c,c,win
9D,TH,7S,TD,JS,c,r,loss
AS,KC,9D,KS,6S,c,r,loss
QC,TS,TH,KD,9H,r,r,loss
TD,TH,JH,JC,8H,c,r,win
JH,AC,9C,6C,8H,c,r,win
AH,9H,8D,JH,TH,c,r,loss
7C,TS,JH,7H,8D,c,r,loss
AH,TH,8S,7D,AD,c,c,win
8D,9S,8C,9H,TC,c,c,loss
JH,8D,6C,QC,TC,c,r,loss
8D,JH,KH,6H,AH,r,r,loss
AH,6S,8C,TC,JD,r,r,loss
9S,8D,8H,TC,TS,c,r,win
8S,AD,6S,8C,6D,r,r,win
8C,9C,JD,9D,8S,c,c,win
7D,9D,AS,JH,9C,c,r,win
QH,6S,7H,7C,QC,c,r,win
QD,AS,9H,6C,7S,c,r,loss
QS,8D,AD,TC,QC,c,r,loss
TH,KD,6D,AD,AS,r,r,loss
9C,JS,8H,8C,KC,r,r,loss
9C,8H,7C,QD,KD,c,r,loss
JS,8S,AD,8H,JC,c,r,win
7H,8H,7D,KD,TH,c,c,win
AD,8D,KD,9H,QH,r,r,loss
7D,8C,TC,KD,9S,c,c,loss
7D,9H,9S,QS,QD,c,r,win
KC,6S,AC,AS,6C,c,r,win
KC,QD,AS,6C,6S,c,r,loss
KS,9S,6C,JH,TS,c,r,loss
AC,TH,7H,TD,KC,c,r,loss
QD,KS,QC,7D,KC,c,r,win
QC,8C,7S,6H,KD,c,c,win
7C,9D,QS,KH,9S,r,r,win
QH,9S,8H,AS,7H,r,r,loss
JH,9C,KH,7D,AC,c,r,loss
KS,8H,QH,AS,JH,c,r,loss
7C,TH,AC,KD,JC,r,r,loss
JS,7S,AS,6H,TS,c,r,win
7H,AC,JS,8C,QD,c,r,win
AH,8D,TD,7S,KS,c,r,loss
KC,JC,AD,7C,TC,c,r,loss
JC,QD,JH,6C,TD,c,c,win
AH,KH,QD,7H,9C,c,c,loss
JS,JC,AC,KC,QS,c,c,win
9H,AS,9D,8C,AH,r,r,loss
QD,JD,QC,JC,JH,c,r,win
JS,9S,QC,TS,8D,r,r,win
7S,KC,QH,9S,JD,c,r,win
7C,AD,KS,7D,TC,c,c,win
8C,7S,6C,9C,TD,c,c,loss
9H,AH,KS,TD,JD,c,c,win
6H,8H,9H,9S,TH,c,r,loss
9S,9C,KH,QC,8H,c,r,loss
QC,JH,AD,KC,7H,c,c,loss
8H,KH,9S,7S,QH,c,c,loss
TS,6H,AS,9H,6D,c,c,win
KH,7S,7D,KS,JD,r,r,win
7S,6S,QD,AS,JD,c,r,loss
QH,TS,JD,9H,KC,c,r,win
JH,7H,8D,KH,JS,c,c,win
9S,TC,QH,7C,QS,c,r,loss
6C,8S,AH,JH,8H,c,r,loss
6D,TC,AS,QC,7S,c,r,loss
TC,9S,QC,9H,KD,c,r,win
8D,6C,AD,8H,KH,c,c,win
JD,7H,QD,AH,KS,c,c,loss
TS,QD,TH,AS,7C,r,c,win
8S,KC,9S,KH,JH,c,c,win
JH,7C,9D,AH,TD,r,c,loss
JS,AH,AC,8D,6D,c,r,win
QD,7D,9H,7C,AC,c,c,loss
9H,QD,QC,8S,8C,c,r,win
KS,QD,KD,7S,JD,c,c,win
7C,TC,9H,7H,JH,r,r,loss
QC,KH,QS,6H,7S,c,c,loss
8D,6S,KS,TS,7S,r,r,win
9D,QS,9C,8S,QC,c,c,loss
KC,KS,8S,6C,AS,r,r,loss
9S,TD,8H,6D,9H,c,r,win
7C,6S,8D,JH,9H,c,c,win
7H,9C,KD,9D,AS,c,c,win
KS,8C,KC,8S,7C,c,c,win
9D,KS,JS,JD,KH,c,r,loss
AH,KS,QD,6H,TS,c,r,loss
QH,6D,KC,AC,QD,c,r,loss
TS,JD,8S,7D,KH,c,c,win
KC,9H,8H,JD,KS,c,r,win
AH,9S,8C,TD,AC,r,c,win
KD,KH,AS,KS,6C,c,r,win
6S,7H,6H,TC,QS,c,r,loss
AD,JC,QS,AH,KS,c,r,loss
TC,8S,7H,8H,KH,c,c,win
8S,7D,AH,QC,7H,c,r,win
8D,7D,6C,9C,7C,c,r,loss
8D,7C,JH,AC,9C,r,c,win
JH,8H,7S,JS,QH,c,r,loss
JH,JD,KD,QC,TC,c,c,win
TD,6C,AD,TS,9D,c,c,win
9S,KH,TC,TS,AS,r,r,loss
6S,8H,9C,QD,TH,c,c,win
QD,7C,JH,9S,9C,c,r,win
QC,KD,QS,TD,9D,c,c,win
AH,6C,8H,8S,6D,c,r,win
QH,JD,7H,KH,KD,r,r,loss
QD,JS,8S,6S,9D,r,r,loss
QH,KH,AH,7D,TS,r,r,win
6D,6H,TH,AD,9H,c,c,loss
9H,KS,KC,8S,6S,c,r,win
JC,9S,KS,JH,AD,c,r,win
KC,QS,6S,QC,AD,c,c,win
JH,JS,QC,8S,7C,c,r,loss
6H,TC,JD,7D,KS,r,r,loss
6C,JC,KH,KC,TD,c,r,loss
QD,JS,9D,QH,AS,c,c,win
TS,TH,KD,JC,7C,c,c,win
7H,9H,9S,9D,6S,r,r,win
9D,9C,AS,TD,KC,c,r,loss
KH,AS,7H,6S,JH,r,c,loss
8S,KS,KC,QC,7C,c,c,win
6H,TC,JS,9C,JD,c,r,win
6H,AH,8C,TH,JS,c,r,loss
AD,6C,TH,8H,9H,r,r,loss
AS,7C,AD,7S,9D,c,c,win
9H,KC,6C,JH,AS,c,c,loss
JH,JS,9H,KD,AD,c,r,win
6D,KD,9D,8S,JC,c,r,loss
TS,JC,KS,6C,JH,c,r,win
7S,AC,9D,9H,KS,c,r,loss
QS,QH,JS,TC,7D,c,r,win
JS,TD,JD,9S,7H,c,c,win
AS,TD,KC,6D,7S,c,r,loss
7D,JD,AH,AD,QS,c,r,win
TC,TD,TH,7H,AH,r,r,win
KS,9S,JD,6H,8S,c,c,loss
TD,9C,AC,KD,TH,c,c,win
KD,JS,JC,8C,JH,c,r,win
7D,9C,JS,TS,KS,c,c,loss
JH,AD,6D,TH,TS,c,r,loss
6D,7S,AD,QS,TS,c,c,win
TC,KC,JD,8H,QH,c,r,loss
AC,7D,7H,8D,TH,c,r,loss
6C,9S,6H,QC,8H,r,r,win
9C,7S,8H,8D,TS,r,r,win
TS,7D,9C,KC,QS,r,r,loss
9D,JS,QD,6S,7C,c,r,win
8D,7H,KH,9D,7S,c,r,loss
KD,QC,QD,AH,7D,c,c,loss
8H,KC,QS,AD,TD,c,c,win
JH,TH,6C,7C,9H,c,r,loss
9C,AH,QC,AS,6D,r,c,win
JS,9D,7H,QC,8C,c,r,loss
7C,8D,6C,6S,QH,r,r,loss
QS,QC,7D,9C,JD,c,r,loss
7H,AD,JC,7C,9H,c,c,win
8D,JD,TS,9H,TD,c,r,loss
6H,7D,AS,KC,AC,c,r,loss
QD,9S,9H,TH,KD,c,c,loss
7S,JC,AS,KS,6D,c,c,loss
9D,JH,9H,6H,TH,c,r,win
8S,7C,AC,KC,JD,c,r,loss
6C,8D,AH,8H,AC,c,r,win
AC,9H,TH,KS,TS,r,r,win
8H,7S,AS,JH,TD,r,r,loss
AS,8C,TS,KD,7C,c,r,loss
7C,AD,9H,7D,KH,r,r,win
8H,QC,AS,QH,TD,r,r,win
7S,KS,QC,KD,7D,c,r,loss
TD,7H,7D,8S,8C,c,r,win
6H,JC,KH,KD,9H,r,r,win
7S,AC,JC,KD,8D,c,r,loss
QH,7D,9S,AD,6D,c,c,loss
7D,6S,8H,6H,AH,c,c,loss
QC,KS,JS,AD,AH,c,r,loss
9H,KS,7H,7D,QS,c,r,loss
QS,AD,7S,6H,9C,c,r,loss
6H,TH,JC,KH,JD,c,r,loss
7C,JD,8S,6S,AC,c,r,loss
QH,JC,JD,9S,9C,c,r,win
TD,AS,JH,AH,TC,r,r,loss
JS,AH,AC,7C,6H,c,r,win
KH,9S,8D,6S,TH,c,r,win
6D,QS,6S,6C,QC,r,r,win
KS,9S,TH,9H,6C,r,r,loss
KC,6S,JC,9D,JH,c,r,loss
7D,KC,6H,AS,QH,c,r,loss
AC,7S,9H,7D,QD,c,r,loss
JC,AS,TD,QH,KS,c,c,win
QS,TH,8S,AH,AS,c,r,loss
QD,8D,7H,6S,8H,r,r,win
QS,8S,JD,7D,6C,c,r,win
7D,7H,8S,6H,6C,r,r,loss
TD,9S,7D,AS,QS,c,c,loss
8C,QC,8S,TC,7D,r,c,loss
9C,JD,6S,JS,JC,c,r,win
8H,JH,TH,9D,6D,c,r,win
6S,KD,TC,7S,QC,c,r,loss
8C,AC,9H,TD,AD,c,r,loss
JH,AS,TH,7C,QS,c,c,win
QD,QS,7D,6C,AH,r,c,win
JS,KC,TD,TC,7C,c,r,loss
8D,AH,7S,AC,TC,c,r,loss
9C,KH,JD,QC,TD,c,c,win
8S,9H,JD,TD,JS,c,r,win
AD,9H,QD,8H,9C,c,c,loss
JC,QD,6D,7S,TS,c,c,loss
AH,TC,8S,QH,8C,c,r,loss
JH,9C,TH,QH,QS,c,r,win
8C,8S,AC,JD,9H,c,c,win
8H,JD,QC,JH,9H,c,c,win
6H,8C,KD,JD,8H,c,c,loss
QC,KH,9S,TS,QD,r,r,win
6C,6H,9S,TH,AH,c,c,win
JH,JC,7H,QH,6D,c,c,loss
8C,TH,TS,JS,QH,r,r,win
KC,KS,TD,QC,9H,c,r,loss
JH,9S,6D,TS,9C,c,r,win
KH,7H,KD,JD,9S,c,r,loss
7S,7C,TS,6H,6S,c,r,loss
AD,QH,6S,7S,JS,r,r,loss
9S,9D,AS,8D,6S,c,c,win
AD,JH,7D,QH,JD,c,c,win
AH,7H,QS,AC,9S,c,c,win
JC,QH,9D,TC,KD,c,r,win
TS,AD,QD,AC,QS,c,r,win
6H,AH,KS,JH,9H,c,r,loss
TH,AC,KH,QH,9D,c,r,win
KH,JD,6D,9C,7H,r,c,win
6D,TC,TS,7D,6H,r,c,win
JH,KD,8H,KC,9H,c,c,loss
9S,AD,QD,JD,JH,c,r,loss
JH,9H,8S,JS,6H,r,c,loss
8S,8H,JD,6H,TD,c,c,loss
TD,7D,JH,TH,9C,r,r,loss
6S,TD,TC,9C,JS,r,c,win
QH,8H,9S,KD,6H,c,r,loss
QD,7H,7C,TD,6D,c,r,loss
8D,7S,KH,9D,KC,r,r,loss
JD,JH,7C,8C,AC,c,r,loss
8D,TH,TC,QC,JH,r,r,loss
KS,9D,AS,QD,TS,r,r,win
7C,AH,KC,8D,JS,c,r,loss
JD,QH,AH,8D,6C,c,r,loss
8S,KS,JD,QH,8H,c,r,loss
TD,AD,QC,KD,7C,c,c,win
JS,8D,QC,6S,8S,r,r,loss
TC,8D,7D,JS,9S,r,r,loss
8D,7C,8C,QD,6D,r,c,win
KC,TD,6C,KH,6H,c,r,win
7C,9S,AS,8D,8H,r,r,loss
KD,QH,QS,JD,QC,r,r,win
JH,9D,KC,6H,QS,c,r,loss
8H,TC,AH,9D,6D,r,c,loss
6D,JH,AS,TS,KC,c,c,loss
7D,7C,8S,KH,8H,c,r,loss
TH,KC,QD,KS,TS,c,r,loss
TS,8S,JS,QD,6H,c,c,loss
TS,KC,KH,QH,QD,c,r,win
TH,AS,TD,7S,8C,c,c,win
QD,AS,JS,TD,TS,c,r,loss
QC,6H,8H,AC,KC,c,r,loss
8S,QS,TC,9C,AD,c,c,loss
7C,JC,KH,QS,JS,c,c,loss
AC,7H,8D,9D,6D,c,r,loss
JC,QD,7D,8C,JS,c,r,win
TS,JH,7C,9S,AD,c,r,loss
TH,6C,AH,9D,TS,c,c,win
8H,6D,QD,JH,7C,c,r,loss
AD,6S,JS,8D,AH,c,r,loss
AC,KD,9H,AS,8H,c,r,win
TC,6H,KD,JD,8H,c,c,loss
TC,9C,JC,6C,7C,c,r,win
AH,6H,7S,JS,KH,r,r,loss
QH,6H,8C,6D,6C,c,r,win
9S,TC,KH,6C,JS,c,r,win
8C,9C,JS,JD,KS,c,r,loss
JC,KC,AC,7D,JS,r,r,win
7D,JC,JH,7S,6H,c,c,win
AD,6H,7D,JD,TD,c,r,win
KS,7H,8S,QS,QC,r,r,loss
6S,TD,TH,8H,9S,r,c,loss
JS,9S,TS,QS,7D,c,c,win
9H,8C,8H,AS,9C,c,c,loss
QD,KS,TD,JH,7C,c,r,win
9C,7D,6S,8C,8H,c,r,win
7D,KS,QC,8H,6H,c,c,loss
QC,AH,7C,7S,8H,r,r,loss
8H,JC,TD,TC,6S,c,r,loss
6H,6D,TD,6S,9H,c,r,win
7D,6C,KS,KH,AH,c,r,loss
7H,7D,TD,9S,QC,r,c,win
QH,6H,QC,KD,AH,c,r,win
TC,AD,KD,KS,9S,c,r,loss
KS,JC,QH,QS,7D,c,r,loss
7H,QD,6C,7C,AS,c,r,loss
QH,9H,QD,8H,7H,c,c,win
9C,QH,KD,KS,6H,c,r,loss
8D,JC,JD,KH,8H,c,r,win
6S,TC,7D,8D,QH,r,r,loss
8S,9C,6S,9D,AD,c,c,win
JD,QH,9C,9H,TD,c,r,loss
9H,KH,8C,JD,AS,r,c,loss
7H,8H,AD,9C,6D,c,r,loss
7C,KC,8H,JH,AC,r,r,loss
KH,9S,7C,7S,AS,c,r,loss
8S,6D,QS,TH,AH,c,c,win
TC,6C,8H,7C,QH,c,r,loss
TC,9C,6D,JH,TS,c,r,win
8C,QC,8D,QS,JS,c,c,win
KS,9D,JS,QD,9H,c,c,win
8S,8H,8C,AD,9S,r,c,win
QD,7C,JD,KS,9H,c,c,loss
7C,8H,TH,JH,KS,r,r,loss
TH,QD,AD,9D,JC,c,c,win
JS,TC,8S,7D,KH,c,r,win
QC,8H,KS,6S,QH,c,r,win
6H,8H,QD,KC,QS,c,r,loss
JH,TD,TH,KD,9S,c,c,win
7C,AS,6C,6D,QH,c,r,loss
AS,6S,7C,TD,6C,c,r,loss
JH,AD,TH,9C,8H,c,r,loss
9S,7D,6D,KC,6S,c,r,win
AS,JC,8C,TC,AD,r,r,win
8C,JS,KD,TH,AH,r,r,win
QC,TD,AC,8S,6H,c,r,win
KC,8C,7S,KH,QD,c,c,loss
TS,9D,JH,QD,JD,c,r,loss
KD,QD,9H,8D,7S,c,r,loss
8D,8C,JD,QD,9C,c,r,loss
8S,JS,QC,6D,TS,c,c,loss
AH,AS,QC,6C,6H,r,r,win
JD,TD,6D,AC,7C,c,r,win
6C,KC,JH,JC,QS,c,r,loss
QS,7S,QC,KC,6H,c,c,win
JH,TD,7D,9D,KS,c,r,loss
6C,TD,9H,7S,6H,r,c,win
AS,9D,9H,KS,JC,c,r,loss
9H,6H,KS,QS,QD,r,r,loss
TS,7D,KC,TC,9D,r,r,win
JS,TH,7C,7D,7S,r,r,loss
7H,9H,6H,7D,7S,c,r,win
AC,KS,8S,6H,QC,c,r,loss
8S,9C,JS,7H,6H,c,c,win
9H,9S,AD,AC,8H,c,r,win
JH,AS,TD,AC,8S,c,r,win
8C,AH,9C,6H,8D,c,c,win
8D,TD,QH,AD,8S,c,c,loss
AH,QH,JC,AD,6S,c,c,win
TC,6D,QC,JC,8H,c,r,loss
8D,9S,AC,6S,8C,c,c,win
QS,JH,8H,TS,JC,c,r,win
6H,6C,QD,QH,QC,c,r,win
6S,8H,6H,6C,TD,r,r,win
8S,QS,KS,8H,QH,c,r,loss
AS,TC,9D,KD,7H,c,c,loss
6S,QS,JC,8D,6D,c,c,win
8H,AS,KD,QS,9S,c,c,win
AD,9H,8H,AH,7H,c,c,loss
TS,JC,JS,6S,QC,r,r,loss
7D,6S,TC,JH,9C,c,r,loss
9H,7H,KS,8C,TS,c,r,loss
QD,8D,TH,QC,AH,c,r,loss
KS,6H,7D,KH,7S,c,r,win
JD,QC,9H,7D,6D,c,r,win
AS,9H,QC,6H,TS,c,c,loss
6D,AC,TC,8S,6H,r,c,loss
9H,TD,7S,QD,KH,r,r,loss
AD,AS,7H,JH,9H,c,r,loss
KC,QH,6C,9S,8H,c,c,loss
6D,8S,9D,7S,9H,c,r,loss
TH,7D,QC,9C,AS,c,c,loss
QD,KH,8H,9H,7H,c,r,win
TD,KC,9D,TH,AC,c,c,loss
KS,JC,QH,AS,7D,c,c,win
JS,AC,JC,QD,8H,c,c,loss
8S,KC,QH,TC,9H,r,r,loss
9H,QC,9D,TC,KH,c,r,loss
QC,7S,KC,9D,KD,c,r,loss
9C,8D,KH,9S,KS,c,r,win
JC,TH,9H,8C,TC,c,c,win
6H,8C,8D,AD,7D,c,r,win
JS,8H,QS,QC,AD,c,r,loss
JD,7S,6C,KD,7D,c,c,win
6C,AC,KC,TC,JH,r,r,loss
QC,6H,9D,QS,8C,c,c,win
TC,JH,AD,KC,6H,c,r,win
9C,JS,AH,6S,9D,c,c,win
QC,7C,KH,8H,6D,c,r,win
9S,9H,6H,KC,8H,c,r,win
JC,JS,7H,QS,JD,c,c,win
KC,7S,8C,8H,6S,c,r,loss
QD,9C,7D,KS,6H,r,c,loss
JC,8S,7D,8C,9D,c,c,loss
8D,AH,TC,6C,8C,c,r,win
7D,AD,QS,KH,8H,c,r,loss
8S,JD,KS,JH,9C,r,c,loss
JD,7C,AD,8C,9D,c,c,loss
TC,7D,JD,9D,QD,c,r,win
JD,KD,QS,JS,6C,r,r,loss
9C,6C,TH,AC,8S,c,r,win
QC,JD,7C,KS,8C,r,c,win
AC,7D,6C,TS,9H,c,r,loss
8D,AH,9H,JS,6D,c,c,win
8S,QD,7C,JD,TD,r,r,loss
8C,AC,AS,KH,AH,c,r,win
6S,7C,KH,9C,KC,c,r,loss
TC,QS,JS,9D,7H,c,r,win
6C,8H,AC,8S,8C,c,r,win
KS,7S,8H,AC,9H,c,c,win
6C,8C,KC,9C,6H,r,c,loss
8C,TC,TS,QC,JS,c,r,win
QD,9C,AS,JC,6C,c,c,loss
AD,8C,KD,AC,KC,c,r,win
6D,QS,6S,9H,TC,c,c,loss
6H,TS,QC,9H,9C,r,r,loss
7C,JC,7S,QS,AC,c,r,loss
TH,TC,6S,QD,KS,c,c,win
JS,8S,JC,6S,AC,c,c,win
6D,6H,9C,6C,9D,c,r,win
8D,JS,8H,TS,8S,r,r,win
7D,TS,KC,QD,9H,c,c,loss
7C,6S,QD,JD,9H,c,c,loss
KD,QD,6C,JS,9H,r,r,loss
7D,JH,JD,7H,8D,c,r,loss
JC,6C,8D,AD,9C,c,r,loss
8S,7C,QS,8C,KH,c,c,win
JH,6C,9H,TD,KD,c,c,win
7S,8H,6C,AD,TD,c,r,loss
KS,KH,9H,TD,6C,c,r,win
8D,KC,6S,JS,7H,c,c,loss
9D,TC,QD,7D,AD,c,c,win
KD,JH,JS,KC,AS,c,r,win
KC,9D,TC,QH,8S,r,r,win
TS,AD,8C,KS,7S,c,c,loss
AH,TC,9H,8H,TH,c,c,win
QD,JH,8C,TD,6D,c,r,win
9D,TD,JC,JD,8D,c,r,win
AH,AS,6S,KH,6C,r,r,loss
7D,9C,QD,KD,9H,r,r,win
KS,QC,JD,9C,AS,c,r,loss
7H,8S,8H,AD,9D,c,c,win
JD,6C,8S,QD,TC,c,r,win
QD,JD,QH,KC,JC,c,r,win
KC,9D,QH,7S,QS,c,r,win
7C,8S,TD,6D,8C,c,r,loss
TC,KC,8S,KD,9C,c,r,win
7S,8C,AS,JH,QC,c,r,loss
8H,8S,7D,JD,QH,r,r,loss
TC,AH,7C,9H,KH,c,r,loss
6D,QC,JH,AC,8C,c,r,loss
JH,8C,9S,7S,AH,c,r,loss
JS,KS,9D,7S,JH,r,c,win
JD,AS,6C,QC,JC,r,r,loss
QD,6H,KC,JC,AS,r,r,loss
6C,8D,TC,TD,KH,c,r,loss
8D,9D,KD,JD,QS,r,r,loss
AD,8C,TC,AH,6S,r,r,loss
9C,8H,8D,KH,6C,c,c,loss
6C,8H,QH,7S,TH,c,c,loss
KS,TH,8D,8H,QD,r,r,win
QC,JD,8C,QH,AD,c,c,win
TD,QD,7S,AS,8S,c,r,loss
JC,7H,JS,9S,JH,c,r,win
7D,AC,QD,KC,TH,c,r,loss
TD,9S,9H,8H,KH,c,r,loss
8D,AC,JD,8C,QH,c,c,win
7C,7D,6D,QD,TS,c,r,loss
7C,JS,8D,TD,QS,c,c,win
QC,KH,9C,QH,6C,c,r,loss
7H,AH,JD,QS,AC,c,r,win
QH,QD,TS,JS,6H,c,c,win
TH,TC,QS,KC,9C,c,r,loss
AD,6H,QH,KD,8D,c,r,loss
AH,9D,9H,KC,7D,c,r,win
6C,AS,TH,QD,6H,c,c,win
AC,TS,QH,JD,JS,r,r,loss
QC,9H,QD,KH,6D,c,r,win
6H,8H,TD,8S,KH,c,c,win
8H,TS,QH,7S,TD,c,r,win
6D,7C,AH,QH,QS,c,r,loss
8H,AH,9H,AD,JD,c,c,win
AS,6D,QH,7D,AC,c,c,win
TC,6C,6S,KD,7S,c,c,loss
KD,AH,7S,TD,TS,c,r,win
AH,9H,JD,TC,QC,r,r,loss
TC,AH,9D,8S,QH,c,r,loss
7H,9H,8D,QD,TH,c,c,loss
9H,JH,JS,9S,JC,c,r,win
8D,TD,AH,7D,6H,c,c,win
KS,7H,QD,KC,AD,r,r,loss
KD,AS,TC,7S,AH,c,r,loss
JC,JD,KH,QC,7S,c,c,loss
6H,TS,KC,TH,6S,c,c,win
AD,7H,8C,6S,9D,r,c,loss
TH,8C,6D,KS,TD,c,r,win
AH,KC,KH,9S,KD,c,r,win
8D,8H,JS,JD,AH,c,r,loss
TH,QH,AH,KD,TS,c,c,win
8S,JC,8D,JD,QS,c,c,win
TD,AC,JH,JC,JD,c,r,loss
KS,9D,6D,KD,JS,c,r,loss
KH,JH,TD,AH,8S,c,r,win
AC,QS,8H,9D,AS,r,c,win
9D,9S,8C,KH,6S,c,c,loss
TC,8C,QC,AS,JD,r,r,loss
QD,6C,JS,8H,AD,c,c,win
KS,KC,8D,8S,TS,r,r,loss
9S,AS,6S,7C,6D,c,r,loss
TS,9C,9S,JD,7S,c,c,loss
9C,7S,TS,KD,QC,c,r,loss
AS,QS,8C,6H,JS,c,c,loss
KS,AD,7C,9H,7D,r,r,loss
7D,QS,TH,JS,JD,c,r,loss
TH,AH,QS,9D,QD,c,r,loss
6D,QH,JD,QC,AC,r,r,loss
QS,7S,JH,8C,AH,c,c,win
9C,TH,QC,7S,9S,r,c,loss
6H,TD,TS,QD,9D,c,r,loss
KD,AH,6S,8C,QH,c,c,loss
8D,7S,QC,TH,AD,c,r,loss
QH,7H,6H,7C,JS,r,c,loss
JS,AC,9C,KH,QC,c,r,loss
JD,7H,TC,9S,7C,r,r,loss
TD,7H,AH,QC,AS,c,r,loss
JS,JH,QD,KS,6C,c,c,win
JC,TC,8H,8D,QD,c,r,loss
JC,9C,JH,7C,TC,c,r,win
KH,TD,AD,JH,TH,r,r,loss
9S,7D,6H,9C,AS,r,r,loss
8H,9C,JD,AC,7C,c,r,loss
9S,JH,QD,TH,9D,r,r,win
6H,JD,JH,7H,6D,c,c,win
7H,KD,QH,AH,JH,c,r,loss
7H,7S,JS,AC,JD,c,r,win
6C,JC,7C,JS,QD,c,c,win
7C,8C,7D,QC,TC,c,c,win
TD,JC,7H,KD,7S,c,r,loss
KH,6H,7C,KD,7H,c,r,win
6C,7S,QS,8D,TH,r,r,loss
QH,JS,7S,AD,7D,c,r,win
8H,7S,6S,TS,QC,c,r,loss
JS,AD,JD,7S,TD,c,c,win
8D,JH,QD,9C,7C,c,r,loss
7S,8H,JS,8C,KC,c,c,win
6S,8C,KD,AD,QH,r,r,loss
8C,8S,8D,JC,QD,c,c,win
8S,AS,JC,6S,9H,c,r,loss
QS,6H,AH,9D,9S,c,r,loss
QS,TH,AH,9H,KD,c,r,loss
KH,TD,9D,6C,7D,c,r,loss
QC,8C,AH,9C,AS,r,r,loss
6H,JS,KD,AH,6S,c,c,win
6D,9D,9H,TH,JH,c,r,loss
KH,JS,9S,JD,TC,c,c,win
6S,KC,7H,QS,7C,r,r,loss
6S,7S,AC,9D,AS,c,r,loss
QC,6H,JC,9H,JD,r,r,loss
6D,7S,TH,8S,JH,c,c,loss
AH,TS,QC,KC,8C,c,r,loss
TD,KH,KC,KD,AD,c,r,win
QD,AD,6D,9H,QH,c,r,loss
QS,9H,KD,9S,7C,c,r,win
JD,7D,JC,QC,9D,r,r,loss
QS,TH,TS,6D,8C,c,r,win
7H,6H,8S,QH,TD,c,r,loss
AH,KS,TS,TH,8C,r,r,loss
6H,AC,TH,JH,8C,c,c,loss
8C,KH,8S,7S,JC,c,r,win
9C,TH,6H,7H,JC,c,r,loss
TC,TD,9H,6S,JH,c,r,win
7H,QD,9S,6H,JS,c,r,loss
8H,QC,9S,7S,JS,c,c,loss
TH,TC,7D,KS,9S,c,c,win
8H,JH,AH,6S,TC,c,r,loss
QD,AS,KC,JH,KD,c,r,win
KS,8H,JD,QS,KH,c,r,win
6D,8S,QC,AD,TD,c,r,loss
JH,AD,AS,9H,JC,c,r,win
7H,7D,7C,8S,KS,c,c,win
AH,KS,8S,QC,9D,c,r,win
TD,TH,QD,AC,KS,c,c,win
8S,AS,6S,QH,QC,c,r,loss
JC,KS,QS,8H,7S,c,r,win
