card1,card2,card3,card4,card5,card6,bet1,bet2,bet3,result
8S,JC,7C,6H,QS,KD,c,c,c,loss
7S,6D,QC,7H,9S,TC,c,c,c,loss
6S,KS,JS,AS,JC,KC,c,c,c,loss
6S,TC,TS,7C,KC,QC,c,c,c,win
QD,KH,6C,JS,8C,JD,c,c,c,loss
AD,6C,KD,AH,KC,6D,c,r,c,loss
6D,AH,7H,AS,TD,9S,c,c,c,win
9H,KS,6H,7H,9D,8D,c,c,c,loss
6H,6S,KH,8D,JH,KC,c,c,c,loss
8D,8C,AC,9D,6H,KH,c,c,c,win
JC,TC,9D,7S,JS,6C,c,c,c,win
KD,8S,TS,QD,6C,QC,c,c,c,loss
6C,AD,6S,AH,QS,8C,c,c,c,loss
8H,KH,8C,JH,KC,TS,c,c,c,win
AD,AC,7C,JH,JC,7D,c,c,c,win
AD,JS,6C,QS,7S,KD,c,c,c,loss
8H,6H,QS,KC,JC,8D,c,c,c,loss
TD,6H,QH,JD,AC,TS,c,c,c,win
KH,TD,JS,6S,8C,TH,c,r,c,loss
QH,JC,6H,AS,KD,7S,c,c,c,loss
7D,9H,QC,9D,JH,8S,c,c,c,loss
9H,AD,JD,AC,JS,9S,c,c,c,loss
TH,9D,9H,QD,6C,KD,c,c,c,win
8D,8C,9C,AS,6D,8S,c,c,c,win
6D,6S,9S,7H,8D,8S,c,c,c,loss
TD,6S,JD,AD,8C,KD,c,c,c,loss
TH,JH,8S,AS,TC,QD,c,c,c,win
9C,TH,7S,AD,7C,6H,c,c,c,loss
QS,QH,7D,7H,TS,7C,c,c,r,win
TC,TD,KS,6S,7S,AH,c,c,c,win
8C,TD,QS,6S,TS,8D,c,c,c,loss
6S,AS,7D,6H,JD,8H,c,c,c,win
7S,AS,AH,9H,9S,8S,c,c,c,win
9S,7D,TD,KS,7H,9H,c,c,c,loss
8H,KS,AH,7C,9H,9S,c,c,c,win
JH,8D,AC,KD,JS,9S,c,c,c,win
AC,KS,JS,QS,AH,QD,c,c,c,loss
6C,TD,6H,9S,6D,JC,c,c,c,win
8C,TD,KH,KS,QS,AC,c,c,c,loss
QD,8S,AH,JC,6S,8H,c,c,c,loss
QD,JD,6D,9D,KD,6H,c,c,c,win
QH,AC,8D,JS,6D,QS,c,c,c,win
KH,8C,8S,TD,7H,9H,c,c,c,loss
KC,AD,AS,AC,7S,8H,c,c,c,win
6S,QH,JS,QC,8S,JH,c,c,r,loss
7D,AD,9H,6H,7H,AS,c,c,c,win
8C,AC,7C,TH,TD,9H,c,c,c,win
7C,8C,8H,8S,TC,QC,c,c,c,win
TD,7S,6S,QH,AS,KS,c,c,c,loss
9C,TD,AS,6H,JD,KC,c,c,c,loss
7H,QC,QD,AS,KH,7S,c,c,c,loss
8C,QH,9S,QC,6C,KH,c,c,c,win
7D,QH,AH,QD,AC,6H,c,c,c,win
TS,TC,7S,6C,QH,QS,c,c,c,loss
8C,KS,8D,KH,QD,TH,c,c,c,loss
9H,7S,AH,7H,8S,9D,c,c,c,win
QC,6S,TD,KD,JS,7S,c,c,c,win
6D,6H,7H,9H,AD,KH,c,c,r,loss
QC,QS,8S,9C,6S,7H,c,c,c,win
7C,QH,6C,QS,8D,8H,c,c,c,win
8C,7C,7D,7H,TC,8S,c,c,c,win
JS,QD,8C,9D,QC,KD,c,c,c,win
TS,9C,AH,6D,JS,KC,c,c,c,loss
8D,7C,TS,9D,9H,QH,c,c,c,loss
TD,TH,9H,TC,AC,7H,c,c,c,win
7D,KH,QC,AD,TS,JC,c,c,c,win
8D,TD,TC,9H,JS,KD,c,c,c,win
TD,6C,9H,AC,KH,TC,c,c,c,win
AC,AH,TH,QS,JC,8D,c,c,c,loss
AC,8S,TC,6H,7D,9H,c,c,c,win
8D,AC,TS,JH,AD,JS,c,c,c,win
KH,7S,TD,6S,KD,TC,c,c,c,loss
AD,7C,6C,QD,JS,7H,c,c,c,loss
JD,QS,JC,QH,TD,QD,c,c,c,win
KS,9H,TH,8H,JC,AH,c,c,c,win
8S,JS,9H,9D,6S,QS,c,c,c,loss
9D,QH,7D,KD,7S,AC,c,c,c,loss
7C,KH,8H,8S,9C,7S,c,c,c,win
JS,7C,QC,8H,TH,AS,c,c,c,loss
9D,AS,TH,KH,KS,QD,c,c,c,loss
AH,AS,AD,7C,7D,6H,c,c,c,win
6D,AC,QS,JS,KD,JH,c,c,c,win
JD,JS,6C,AC,8S,6H,c,c,c,win
7S,9C,7D,QH,9S,6C,c,c,c,loss
7S,QD,8C,9H,AD,QH,c,c,c,win
TS,9C,7D,KH,9D,8H,c,c,c,win
6D,8S,QS,JD,6H,7S,c,c,c,loss
AC,7H,9H,6S,TC,TH,c,c,c,loss
QH,KS,AC,6D,TC,JD,c,c,c,win
6S,8D,JC,AS,6C,7S,c,c,c,win
QD,9D,TH,TC,KH,AS,c,c,c,loss
7H,QC,7C,KS,8D,AH,c,c,c,loss
7S,QD,AH,KS,9S,8C,c,c,c,loss
KS,8D,JC,AH,7C,9S,c,c,c,win
6D,JS,8C,QH,6H,QD,c,c,c,win
8H,TS,6H,JH,TC,QH,c,c,c,loss
QC,7C,JS,AH,JD,AS,c,c,c,win
KS,JC,7D,TC,QH,QS,c,c,c,win
QD,TD,7C,8C,KC,AD,c,c,c,loss
8D,6C,QD,AS,JC,7S,c,c,c,loss
9H,9D,7H,7C,8C,9C,c,c,c,loss
9C,AH,8D,AS,TC,TD,c,c,c,win
JH,9D,JC,TC,8C,8S,c,c,c,win
JC,AC,JS,QS,6H,JD,c,c,c,win
JC,TC,QH,JS,6S,QS,c,c,c,win
KS,9D,7C,8S,TD,TH,c,c,c,loss
7D,7C,AD,9C,AH,AC,c,c,c,win
6D,8C,7C,7H,TS,TC,c,r,r,loss
KC,8S,QH,TS,9H,9S,c,c,c,loss
AS,9D,9H,AH,8C,KC,c,c,c,win
6S,KH,AS,TH,JD,JC,c,c,c,loss
TD,6S,JC,KH,QD,9H,c,c,c,loss
KS,6C,TD,QS,AS,7C,c,c,c,loss
6D,8C,9D,9S,TD,KH,c,r,c,loss
7H,8C,TC,KS,KD,9H,c,c,c,loss
JD,8C,6D,7D,JH,JS,c,c,c,win
AC,JS,7C,6H,KS,QS,c,c,c,loss
KC,KH,KD,TC,6H,QD,c,c,c,win
KD,TC,6S,8H,QC,JS,c,c,c,win
7C,6D,AC,6H,7D,8D,c,c,c,win
TC,KC,QS,TD,9H,8S,c,c,c,win
KD,8D,JD,8C,6H,QH,c,r,c,loss
QS,6S,KD,6C,7C,AD,c,c,c,loss
9C,TS,9D,KS,8D,AC,c,c,c,win
8H,JS,6S,6H,8D,8C,c,c,c,win
9H,AS,AD,8S,TH,KC,c,c,c,win
AH,7S,6H,TS,KD,6C,c,c,c,loss
TH,9S,KS,KD,QS,6C,c,c,c,loss
JD,TD,7D,TC,QS,QC,c,c,c,win
TS,9H,7H,JS,6D,AD,c,c,c,loss
8D,7C,QH,JC,TD,AH,c,c,c,loss
8S,7D,QS,8D,TC,9C,c,c,c,loss
9D,JH,9H,9S,8S,AC,c,c,c,win
QC,KH,QS,9H,TD,JC,c,c,c,win
7C,TC,8C,QS,9H,TH,c,c,c,loss
9S,TD,6C,9D,6D,8S,c,c,c,loss
AD,JD,9D,6S,JC,8S,c,c,c,win
8H,7S,JC,JD,8C,7H,c,r,c,loss
8C,6D,TH,9D,7D,8S,c,c,c,win
QD,6C,QC,AD,7S,JH,c,c,c,loss
TD,9C,AD,TH,JC,AS,c,c,c,win
8S,9C,8C,6H,JD,TD,c,c,c,win
8D,7S,JC,JD,6H,7C,c,c,c,loss
9H,9C,8H,9D,TC,9S,c,c,c,win
8D,9S,JD,9C,8C,8S,c,c,c,win
TS,8D,KD,QH,AC,8C,c,c,c,win
7C,8C,6H,QD,JH,6S,c,c,c,loss
QD,AH,JD,7S,7C,JC,c,c,c,win
KC,9D,8S,9S,TH,7C,c,c,c,win
KC,9C,7D,JD,JS,6H,c,c,c,win
TD,KH,8D,KS,6C,AS,c,c,c,loss
QS,7H,QH,KD,JS,9S,c,c,c,loss
8D,AS,AH,JC,TC,9H,c,c,c,win
QS,6H,KH,JD,TS,AH,c,c,c,win
JC,JS,KS,7C,9H,9D,c,c,c,win
9S,QC,JH,AC,7S,6C,c,c,c,loss
8S,6S,8H,JS,QH,7D,c,c,c,loss
QC,AD,AC,KD,7S,8C,c,c,c,win
7C,8D,6C,KD,9H,9C,c,c,c,win
8H,6C,7H,AC,7D,JD,c,r,r,loss
JD,JH,8H,JC,QD,AC,c,c,c,win
QH,7D,QD,8D,AS,6C,c,c,c,win
TC,6C,QC,KC,JD,6H,c,c,c,win
KH,8S,9S,6H,7H,TH,c,c,c,win
KH,9S,6S,7D,6D,TS,c,c,c,win
TH,QH,9S,AH,7C,7H,c,c,c,loss
JS,KD,KC,AS,6S,9S,c,c,c,win
KH,JC,6S,7D,QC,KS,c,c,c,loss
8D,7H,QS,TC,KC,6S,c,c,c,loss
8C,JH,QD,8H,7H,KC,c,c,c,loss
QH,6H,6S,8H,8D,KH,c,r,c,loss
QH,AD,6S,8H,TS,7C,c,c,c,loss
QC,8C,7D,9S,9C,KH,c,r,c,loss
KS,TD,JD,8S,8H,7H,c,c,c,loss
TS,8H,KH,TC,TD,AH,c,c,c,win
9C,TD,7C,8D,AH,AD,c,c,c,win
QD,AC,JC,7S,7H,8H,c,c,c,loss
6C,KS,JD,AD,TH,KC,c,c,c,win
9C,JD,JH,AS,6H,QS,c,c,c,win
TD,8C,8S,6S,KS,QS,c,c,r,loss
7D,6C,TH,6D,7H,9C,c,c,c,loss
KH,8H,AC,8C,TD,QC,c,c,c,loss
AH,9H,6H,8H,TD,9D,c,c,c,loss
QC,7S,6H,AD,9C,6S,c,c,c,loss
QD,KD,9C,TC,9H,7D,c,c,c,loss
QD,QC,6D,9D,7H,6C,c,c,c,win
TH,7C,AH,6S,8C,KC,c,c,c,loss
AS,9S,QC,JH,AD,9C,c,c,c,win
7S,7D,6H,AC,JC,TH,c,c,c,win
6C,TD,AH,6S,KH,JC,c,c,c,win
6H,QH,7S,TC,TH,QS,c,r,c,loss
AS,KH,8S,QH,AD,AH,c,c,c,win
QH,TH,KS,QC,9H,7D,c,c,c,win
JD,JH,KS,JS,9H,QS,c,c,c,win
QC,KS,7D,8S,TH,9D,c,c,c,loss
AC,AS,7S,AD,9C,JD,c,c,c,win
8C,7D,9C,7S,TS,6H,c,c,c,loss
AC,JH,KD,9S,8D,AH,c,c,c,win
JD,7S,TH,7C,8C,TC,c,c,c,loss
6H,7H,9S,KC,7C,6S,c,c,c,win
7S,KH,TH,9S,QD,6C,c,c,c,loss
QC,QS,KC,6H,TC,6D,c,c,c,win
TC,JH,9S,6H,TH,8D,c,c,c,win
TC,9S,AS,9H,JS,QS,c,c,c,win
JD,KD,8S,7D,QD,7H,c,c,c,win
AS,JS,AC,7D,JC,9S,c,c,c,win
9S,9D,TH,6D,KH,6H,c,c,c,loss
7C,QS,QD,8D,8H,8C,c,c,c,win
KH,7H,QS,6S,JD,AC,c,c,c,loss
JH,9S,KD,JS,AS,7S,c,c,c,win
KC,8C,TD,9H,6C,JD,c,c,c,win
QS,AS,9S,6S,8C,7S,c,c,c,win
AH,AD,7S,KS,7H,9D,c,c,c,win
6H,AC,TS,6C,AD,7S,c,c,c,win
TC,KH,6D,9C,6C,9S,c,c,c,loss
KC,6S,JC,9D,QC,QD,c,c,c,loss
9D,8S,KH,TD,9S,QH,c,c,c,win
JD,6C,QS,8S,9H,7D,c,r,c,loss
8S,8C,6C,JH,8H,TS,c,c,c,win
KC,AD,TC,JH,KH,8C,c,c,c,loss
TD,AD,9S,9D,8D,TS,c,c,c,loss
AC,JC,KD,7S,KC,TS,c,r,r,loss
KH,QS,9C,AH,JC,KC,c,c,c,win
QC,6D,QH,KS,JS,TD,c,c,c,loss
AS,KD,AC,JS,JH,9H,c,r,c,loss
KS,AC,QD,JD,JS,TD,c,c,c,win
9D,KC,9C,AS,QH,7C,c,c,c,loss
KC,TS,8D,KH,8H,JS,c,c,c,loss
TD,8C,JD,QS,JS,KD,c,c,c,loss
9H,8C,8S,AC,7H,KS,c,c,c,win
JD,KS,8D,TS,JC,9C,c,c,c,loss
8D,AC,TD,9C,JC,7S,c,c,c,win
JH,9S,6C,QC,AC,7S,c,c,c,loss
TH,AH,JC,TD,6C,AD,c,c,c,win
AD,JH,TH,KH,TC,6S,c,c,c,win
AD,7C,KD,6H,7H,JS,c,c,c,loss
QC,QH,TD,JC,6S,KC,c,c,c,win
8S,KC,AC,7D,TS,AD,c,c,c,loss
7H,9D,JC,KH,KS,TH,c,r,c,loss
8C,TC,KD,AS,8S,AC,c,c,c,loss
AH,AD,7H,8S,TS,8C,c,c,c,loss
9C,TS,JC,9H,TH,KD,c,c,c,loss
6S,AD,8D,TS,6D,QS,c,c,c,loss
AH,AC,6D,8S,9D,6C,c,c,c,loss
TH,6S,7D,AC,6C,AD,c,c,c,loss
QC,TH,KC,9H,9D,7H,c,c,c,win
9S,AH,8C,QH,TD,6H,c,c,c,loss
TC,JS,JH,9C,7S,QD,c,c,c,win
7C,QH,TC,QS,JS,8S,c,c,c,loss
7C,TD,KS,6H,TS,AH,c,c,c,loss
QC,7D,TD,9S,6S,JC,c,c,c,loss
KS,AD,9D,8H,KC,9S,c,c,c,loss
JS,8H,9H,7C,7D,JC,c,c,c,loss
6S,7H,JC,QS,JH,8C,c,c,c,loss
6S,KH,AD,6C,9H,AC,c,c,c,loss
7H,9D,JD,6H,7D,QD,c,c,c,loss
6D,JH,7S,8H,KS,9C,c,c,c,loss
QH,TD,TH,JH,9C,AC,c,c,c,win
TC,8S,7D,6C,JS,8H,c,c,c,loss
TD,9H,KS,8H,9D,QH,c,c,c,win
AC,8D,8S,7D,9C,8C,c,c,c,win
KH,6H,AS,QC,9S,TS,c,c,c,win
AH,KC,QS,QD,9S,6H,c,c,c,loss
JC,AH,KS,QH,TS,6D,c,c,c,loss
AH,9D,8H,QC,KS,TC,c,c,c,loss
7D,KD,9C,AD,KH,TD,c,c,c,loss
TD,9S,JS,KD,6H,7H,c,c,c,loss
KS,KC,JH,6C,QH,AS,c,c,c,win
QC,AS,6D,JS,6H,7C,c,c,c,win
AH,TC,QH,8D,7H,9S,c,c,c,loss
9D,8C,AC,KS,9H,JD,c,c,c,loss
QH,7S,8D,TH,KD,6C,c,c,c,loss
JS,QC,8H,7C,TS,KH,c,c,c,win
7C,QS,QD,KC,6S,8C,c,c,c,loss
JS,TD,9S,6S,8D,KC,c,c,c,loss
AC,6S,TC,KC,6C,QH,c,c,c,loss
KC,8H,TD,JD,QC,JS,c,c,c,loss
9C,TC,8D,AC,QH,TD,c,c,c,win
TH,8H,9C,9H,8D,7H,c,c,c,loss
JC,8C,9D,QD,6C,6H,c,c,c,loss
6S,AD,7S,9H,KD,QS,c,c,c,loss
TS,JS,AC,8D,TH,9D,c,c,c,win
AH,AD,7H,8D,KS,QC,c,c,c,win
8C,QS,7S,6D,8D,AH,c,c,c,loss
9C,QC,TH,KC,6S,8C,c,c,c,loss
8S,JS,6H,QD,9S,9C,c,c,c,win
7H,AD,TC,8D,9H,QD,c,c,c,loss
7D,6C,KH,TH,6S,8H,c,c,c,loss
KH,AH,QC,7S,6H,7C,c,c,c,loss
9C,6C,7S,AH,9H,JS,c,c,c,win
KS,8S,7H,7D,8H,JD,c,c,c,loss
8S,TC,TD,TS,TH,9H,c,r,c,win
7H,AD,QD,6S,TH,KS,c,c,c,loss
QC,KS,TS,TH,6D,JH,c,c,c,win
7D,9D,6S,QH,JC,QC,c,c,c,loss
AD,9D,TD,7C,9S,6H,c,c,c,loss
AS,8D,7D,9D,AD,JH,c,c,c,win
TS,8C,TD,QD,6S,9H,c,c,c,win
AS,JC,KS,7D,TS,AH,c,c,c,win
KH,7S,TC,QD,8D,9D,c,c,c,loss
JC,QS,QH,7C,KH,7D,c,c,c,win
6D,QD,TD,JH,8H,QH,c,c,c,loss
KC,JD,9H,QS,AD,JS,c,c,c,win
QC,6D,8C,QH,6H,TD,c,c,c,win
9C,6C,AH,AC,9D,QS,c,c,c,loss
JS,AS,TH,AD,TD,7C,c,c,c,win
6D,KH,6H,8H,JD,8S,c,c,c,loss
7H,8H,9H,6H,JS,TC,c,c,c,loss
8C,9C,KD,8D,6H,QC,c,c,c,loss
6C,8H,7H,QH,KD,9S,c,c,c,win
9H,9S,7S,KS,7D,AH,c,c,c,loss
JH,7H,6H,9H,8D,KD,c,c,c,win
8C,9D,AS,8D,TD,8S,c,c,c,win
AS,6H,JH,7H,7D,TD,c,c,c,loss
8C,7H,9H,AD,8D,9C,c,c,c,loss
8C,JD,9C,6C,TH,KD,c,c,c,loss
QD,7D,TS,8H,JS,JH,c,c,c,loss
TC,AS,9S,9D,TS,QD,c,c,c,win
6C,TC,9C,7S,KS,AD,c,c,c,loss
AD,8C,TS,AC,9C,8S,c,c,c,loss
9H,9S,AD,JH,QH,JC,c,c,c,loss
TD,9C,8H,JC,QC,9H,c,c,c,win
8S,JH,TH,KH,9S,AC,c,c,c,loss
TC,AH,QD,9H,7H,7S,c,c,c,loss
7S,JD,9D,7D,KS,QD,c,c,c,loss
6S,7C,QD,6C,9D,TD,c,c,r,loss
TH,6D,9D,AS,9C,KH,c,c,c,loss
QC,TH,8C,KD,AD,AC,c,c,c,win
JC,8D,QS,TD,AD,8H,c,c,c,loss
KH,6C,8D,JH,6H,KD,c,c,c,win
KC,KH,9H,JS,KS,AS,c,c,c,win
QC,TH,JH,TC,JS,KS,c,c,c,loss
7S,QH,JD,KS,JS,AH,c,r,c,loss
TS,AH,6H,6D,8S,JS,c,r,c,loss
7D,KC,KS,6C,6S,7S,c,r,c,win
KS,JH,6S,7C,8S,KH,c,c,c,win
6C,JS,9S,AC,QD,9C,c,c,c,loss
AH,7H,JS,KC,TD,8C,c,c,c,win
9S,6S,9C,AS,8H,KD,c,c,c,win
JD,8S,9C,6S,KS,9D,c,c,c,loss
QD,JH,KH,TD,7S,9S,c,r,c,loss
QH,6H,JH,7D,8S,AC,c,c,c,loss
QC,8D,6D,AC,9H,9C,c,c,c,loss
KD,TC,JD,8H,QH,QC,c,c,r,loss
8D,QH,TD,7D,8S,QC,c,c,c,loss
KD,KC,6H,7S,TS,QC,c,c,c,loss
AD,7D,KH,AS,JH,AH,c,c,c,win
AS,6C,6H,9S,TC,9C,c,c,c,loss
TD,7S,QS,6C,TS,AH,c,c,c,win
6H,8S,8C,QH,JC,AC,c,c,c,loss
QD,8D,JC,7D,JS,KD,c,c,c,loss
6D,AD,AS,KD,TS,TH,c,c,c,win
7C,8H,KS,TD,9D,AD,c,c,c,loss
KC,JH,9C,KH,9H,AH,c,r,c,loss
TS,9C,KC,9D,8H,AH,c,c,c,loss
QH,KC,6H,QS,TH,TS,c,c,c,win
QS,AS,8D,QH,KD,TS,c,c,c,win
AC,AD,9D,6S,JH,JS,c,c,c,win
AC,TD,KC,JD,KH,TS,c,c,c,loss
AH,7D,8C,JH,AC,JC,c,c,c,loss
8C,7S,8H,JD,QS,AS,c,c,c,win
8S,7S,QS,9S,TC,QH,c,c,c,win
9C,QH,JD,AS,9H,6D,c,c,c,loss
QC,7C,9D,JH,6H,6S,c,c,c,win
QC,TH,KH,TS,JH,8C,c,c,c,loss
7H,TH,JS,JH,8H,6H,c,c,c,win
8S,9H,QC,TS,QH,6H,c,r,r,loss
KS,AD,7H,JH,6C,TD,c,c,c,loss
KD,JC,AD,7S,QS,7D,c,c,c,loss
JS,TD,9C,7H,KC,JD,c,c,c,win
QD,8S,TD,7C,KS,9S,c,c,c,win
9S,TC,QS,JD,KD,6H,c,c,c,win
6S,7D,KH,9S,TH,QD,c,c,c,win
AC,KS,TS,AS,8H,7H,c,c,c,loss
KH,7D,6C,JH,9S,QS,c,c,c,loss
JD,KC,9C,TD,QH,JH,c,c,c,win
7S,JS,9D,KH,QD,8H,c,c,c,loss
6D,TC,6H,KH,QH,9D,c,c,c,win
QC,6D,QH,TS,7D,9C,c,c,c,loss
8S,JS,TH,7D,JD,KH,c,c,c,loss
KS,8D,AD,AS,TD,AH,c,c,c,loss
KD,KH,TS,TC,8H,6D,c,c,c,loss
6H,8D,JS,6S,AS,9D,c,c,c,loss
JC,QS,TD,QH,9C,AH,c,c,c,loss
9C,7H,7D,AH,QS,TD,c,c,c,win
KC,AS,8S,AD,7D,8D,c,c,r,loss
6H,6D,6S,TC,6C,QD,c,c,c,win
7C,QH,7S,JS,6D,AD,c,c,c,win
7D,8C,AC,AH,9C,7C,c,r,r,loss
9S,8S,6C,9D,KS,KH,c,c,c,loss
KC,8H,6C,9C,7C,6S,c,c,c,win
7D,KH,7H,QC,KC,8S,c,c,c,win
AD,9H,JC,QC,8D,6S,c,c,c,win
KC,8H,JD,JH,TC,AS,c,r,r,loss
AH,6H,KH,QD,QH,AC,c,c,c,loss
8H,AS,9S,8S,TS,JC,c,c,c,loss
9S,TS,QH,8C,6C,JD,c,c,c,win
KS,TD,9S,QD,QS,JD,c,c,c,loss
7H,9H,7D,6S,7S,8D,c,c,c,win
6C,TD,JS,JD,TC,QD,c,r,r,loss
9H,AD,7H,QH,AH,6C,c,c,c,win
QC,7H,AH,AD,TH,KH,c,c,c,loss
JD,8S,9C,8H,7S,KD,c,c,c,win
6C,QC,7C,QS,8H,KD,c,c,c,win
9C,TH,8S,7D,7S,6C,c,c,c,win
6S,AC,TS,JD,AS,9H,c,c,c,loss
6S,JH,JC,9S,QH,6D,c,c,c,win
KC,QH,6D,6C,TC,8H,c,c,c,loss
TD,KH,TH,6S,QC,9S,c,c,c,win
7H,6S,TC,7S,JH,QS,c,c,c,loss
7S,7D,9S,8C,AH,6H,c,c,c,win
QC,6D,TC,JH,AC,AH,c,c,c,loss
8S,TC,8H,QC,KD,8D,c,c,c,win
7S,QS,8S,6D,QC,7H,c,c,c,loss
8H,7H,7S,AH,7D,8D,c,r,c,win
QC,TH,8C,AC,7D,TS,c,c,c,win
9H,7S,8D,TH,6S,KH,c,c,c,loss
AC,QH,JC,7S,AH,TC,c,c,c,loss
6C,9D,7H,6H,8D,AH,c,c,c,loss
QD,9H,6C,AD,6D,KS,c,c,c,loss
AC,8S,7C,TS,QH,6C,c,c,c,loss
JS,AH,TD,JD,7C,9S,c,c,c,loss
TS,8D,QS,9H,KS,9S,c,c,c,win
9S,TS,8D,AS,6C,AC,c,c,c,win
9C,9H,JC,QC,6S,TD,c,c,c,loss
JD,TC,6H,6C,JC,7C,c,r,c,win
KH,JH,6S,QS,9C,6C,c,c,c,loss
9D,JH,6S,KS,AH,6H,c,c,c,win
KH,QH,7C,JS,8H,TD,c,c,c,win
JD,8D,7H,QD,KD,6C,c,c,c,loss
9C,QS,7C,AS,8S,TH,c,c,c,loss
QD,8D,KD,9D,AD,7H,c,c,c,win
QD,8D,7H,6S,9S,7D,c,c,c,win
6H,QD,QS,8D,8C,TD,c,c,c,win
7D,9S,6S,9D,7C,AS,c,c,c,win
9S,KS,KH,7D,TH,6C,c,c,c,win
7C,TC,QC,QD,7D,QS,c,c,r,win
JC,AS,6H,TD,TS,QC,c,r,c,loss
QD,QH,7S,JS,AC,TH,c,c,c,win
AS,AD,9D,KH,QD,7C,c,c,c,loss
TS,AH,6H,QS,7C,KD,c,c,c,loss
JD,6C,JC,9H,7C,8S,c,c,c,win
JC,9H,7S,KD,AS,QH,c,c,c,loss
8S,KS,KC,TS,6D,8D,c,c,c,loss
7S,9D,7H,KS,8C,6C,c,c,c,loss
QH,8D,QS,7S,8H,6S,c,c,c,win
QC,TC,7C,AS,QS,7S,c,c,c,loss
9D,QS,9S,QC,6S,KD,c,c,c,win
TC,7S,JS,JH,QH,7H,c,c,c,loss
JC,9S,TH,6D,JH,QC,c,c,c,win
6C,7H,QC,JS,9C,8S,c,c,c,loss
JH,JC,9D,TD,7H,6D,c,c,c,win
QC,KS,9S,6S,JH,6D,c,c,c,loss
AH,7H,JS,9S,8S,JH,c,c,c,loss
AH,8D,7C,JD,AS,6C,c,c,c,win
7H,JD,9H,QD,TC,TH,c,c,c,loss
7D,AD,6C,8S,7C,QH,c,c,c,loss
TS,9D,7S,9H,AC,QH,c,c,c,loss
TD,QC,6H,QS,QD,KC,c,c,c,win
6D,6H,9D,JD,8S,8C,c,c,c,loss
8C,9D,7C,9C,KS,6D,c,c,c,win
KD,7C,AS,TS,6C,AH,c,c,c,loss
9H,8D,KC,6C,8H,JD,c,c,c,win
QD,AH,JS,JD,6S,8D,c,c,c,loss
JC,7C,8C,6H,8S,KD,c,c,c,loss
7C,JD,AD,9H,KS,TS,c,c,c,loss
6C,KD,6H,KC,AD,QD,c,c,c,win
AH,TC,8S,9H,AS,8H,c,c,c,win
TS,AC,KS,QS,6C,QH,c,c,c,loss
AC,TD,TS,9H,6D,6C,c,c,c,win
QH,9S,9H,7C,JS,JC,c,r,r,loss
7H,6D,9C,QC,7D,6H,c,c,c,win
QC,QH,6C,7D,KH,JS,c,c,c,win
JD,9D,7H,KS,6D,KH,c,c,c,loss
TS,QC,9H,QS,9S,9C,c,c,c,win
QC,7D,AD,JD,TD,6S,c,c,c,win
8C,9C,QC,JC,7S,9H,c,c,c,loss
KD,8H,TH,AH,9D,6C,c,c,c,loss
8C,KS,6H,KH,7H,QS,c,c,c,win
9S,7H,QH,TD,KD,8D,c,r,c,loss
QD,7S,JD,8D,JH,7C,c,c,c,loss
TS,KS,TC,9S,9D,6C,c,c,c,win
9D,TS,AH,6D,6S,QC,c,c,c,loss
JH,KH,TS,KS,QH,8C,c,c,c,win
KC,JC,JD,8D,KS,9S,c,c,c,win
QC,KC,QH,8H,9H,KS,c,c,c,win
9S,8C,8S,8D,TC,9C,c,c,c,win
6H,KD,KH,AS,6C,QS,c,c,c,loss
6C,6S,AD,QD,TC,8D,c,c,c,loss
7D,AS,TS,QC,TH,9S,c,c,c,loss
9S,AD,JS,8D,TD,JC,c,c,c,win
8D,QS,9C,7H,JC,TD,c,c,c,win
JC,7C,6D,8C,9H,AH,c,c,c,loss
9S,TH,TD,7H,QD,JC,c,c,c,loss
6S,KC,9D,9S,7H,JC,c,c,c,loss
AD,7C,8H,6H,QC,8C,c,c,c,loss
TH,7D,JS,8S,KC,6D,c,c,c,loss
JH,TD,7C,QH,KD,KS,c,c,c,win
7C,QC,AD,TC,8S,QS,c,c,c,loss
7C,AH,TH,TC,7H,QS,c,c,c,loss
7S,QS,KD,8C,JH,9H,c,c,c,win
AD,JH,QD,8D,KS,9D,c,c,c,loss
6C,TD,8H,7C,8C,QH,c,c,c,win
9S,8D,JC,8C,8S,KC,c,c,c,win
JD,TC,QS,8H,7S,QH,c,c,c,loss
8H,TC,QD,AS,9S,7S,c,c,c,loss
8D,QD,9D,KC,JC,8H,c,c,c,loss
6S,QC,7S,8H,QS,9H,c,c,c,win
7H,TD,QS,7C,KD,8D,c,c,c,loss
8C,7S,6H,JD,KC,6D,c,c,c,win
9H,7D,7C,KD,8C,AD,c,c,c,win
TD,QD,6C,AS,9C,JS,c,c,c,win
6D,8S,KS,TH,JD,KC,c,c,c,loss
KH,AC,9H,QD,7H,6S,c,c,c,loss
KH,JS,JD,JC,QD,7S,c,c,c,win
AD,7D,TC,QH,9S,9D,c,c,c,loss
8H,7D,7C,AD,AC,KD,c,c,c,win
7S,7H,AH,8S,7C,JS,c,c,c,win
8D,8S,AS,KH,9D,JC,c,c,c,loss
7S,KC,JD,KD,6C,6D,c,c,c,loss
6D,6C,7S,AD,TC,9D,c,c,c,loss
6C,JS,6D,7H,TH,QH,c,c,c,win
AD,6H,JS,AH,QS,TS,c,c,c,loss
AS,8C,AD,KS,JD,KC,c,c,c,win
8C,7C,8S,9C,QD,6H,c,c,c,win
KH,8C,8H,KS,6D,7D,c,c,c,win
