card1,card2,card3,card4,card5,bet1,bet2,result
8C,8D,JC,7H,TS,c,c,loss
KD,TD,9S,9H,AH,c,c,win
JS,7D,7C,AS,8H,c,c,win
6D,8C,9H,QH,JH,c,c,loss
8S,7C,8C,JD,TH,c,c,win
KS,JS,JD,6S,9S,c,c,win
KD,9S,QD,JC,9H,c,c,loss
TC,6C,6S,JS,TD,c,c,win
TS,9S,6S,6C,TH,c,c,win
JS,8S,8H,7C,9H,c,c,win
8D,KD,QH,9H,QD,c,c,win
QH,AS,6S,TD,TS,c,c,loss
8H,TH,7C,7D,TC,c,c,win
6D,TC,JS,7D,TS,c,c,loss
AD,7C,TC,JH,8H,c,c,loss
AD,QS,9D,8C,7H,c,c,win
9H,JH,6H,KC,TC,c,c,loss
TH,7D,KS,QH,JD,c,c,win
7S,KC,JD,8S,KD,c,c,win
QC,AH,QS,QD,QH,c,r,win
JH,TC,AD,AH,JD,c,c,win
8C,6C,JS,QH,AC,c,c,loss
AS,TS,TC,JC,AH,c,c,loss
9S,AD,JC,TH,KS,c,c,win
6H,AS,9S,6D,9H,c,c,loss
AH,AD,6C,QS,9H,c,c,loss
KS,JS,8D,JC,KD,c,c,win
7H,QD,TS,TH,JH,c,c,loss
7H,AD,KH,9H,7D,c,c,loss
6D,AC,KH,JH,AS,c,c,win
7D,8C,JH,TD,QC,c,c,win
7H,KD,6D,6S,KC,c,c,win
9D,JC,9S,KS,8H,c,c,win
TS,9H,QC,7S,9C,c,c,win
JD,8D,QD,7D,KS,c,c,win
QD,KC,6D,8C,7H,c,c,win
8C,6D,TD,9C,QH,c,c,win
9D,QC,TS,KH,6C,c,c,win
8C,6H,TC,7S,JD,c,c,loss
AS,KS,AH,QS,JD,c,c,loss
TC,JH,8C,KS,7D,c,c,loss
7C,TS,KH,JD,QS,c,c,loss
8H,QD,8D,TC,AD,c,c,win
8H,KC,JD,6H,AS,c,c,loss
9S,7H,AD,7D,QH,c,c,loss
7H,9S,JH,KC,6H,c,c,loss
9D,8S,KH,TD,6D,c,c,loss
9H,JD,TC,JC,AH,c,c,win
TC,JS,KH,7C,8S,c,c,win
7H,QS,AC,TH,AH,c,c,loss
TC,9C,TH,AH,7H,c,c,win
8S,TD,QD,JC,6S,c,c,loss
JC,KH,7C,AD,7S,c,r,loss
8C,TC,JC,AS,7C,c,c,win
9D,AC,JH,9H,QS,c,c,loss
8S,QD,8C,JS,8D,c,c,win
QC,KH,6S,JC,7D,c,c,win
6C,7D,JC,7C,TC,c,c,win
QD,8S,6D,8C,9C,c,c,win
8S,AD,AH,KS,JD,c,c,win
JC,TC,7D,AH,JH,c,c,loss
JH,8C,QC,6H,9C,c,c,win
AD,TS,TD,9C,KS,c,c,win
9H,8C,8H,9D,KD,c,c,win
7S,TS,QS,AS,KD,c,c,loss
QS,7S,9C,JC,QC,c,c,win
QS,6C,KS,QD,7D,c,c,win
7D,JD,6C,TC,9C,c,c,loss
TD,7H,7D,KC,AH,c,c,loss
6H,6D,7H,6C,AD,c,c,win
JS,6C,6H,8C,QC,c,c,loss
JC,AS,9S,7H,KS,c,c,loss
AH,AS,QH,6H,QD,c,c,loss
8D,QD,QH,JH,TH,c,c,loss
AC,KH,JC,6C,QS,c,c,win
TD,JS,6S,TS,6D,c,c,win
QC,AS,JS,9C,8D,c,c,loss
TS,6C,8D,TH,JS,c,c,win
8H,9D,QC,TH,TC,c,c,win
8S,KS,8H,TH,7S,c,c,loss
TD,KC,9S,JH,7C,c,c,loss
9H,TC,TH,7C,TS,c,c,win
7C,AH,TD,JS,6C,c,c,loss
TS,TD,6C,KC,QH,c,c,win
QS,JD,9H,AD,KC,c,c,loss
7H,6D,9S,AH,9H,c,r,loss
TC,JC,6S,KD,8D,c,c,loss
7S,8C,TS,7D,9C,c,r,loss
QD,AS,9H,8D,8S,c,c,loss
9D,TD,KC,QC,8H,c,c,win
KH,QC,8D,7C,8C,c,c,loss
JS,JC,6S,JH,7C,c,c,win
7H,6D,QD,KH,8H,c,c,loss
KD,TS,9D,QS,KC,c,c,win
KC,6D,KD,AS,9D,c,c,loss
KS,JC,KD,9H,8D,c,c,win
8D,8H,6D,6S,TC,c,c,win
QH,TS,KD,TC,6H,c,c,win
JS,AD,TC,AC,7H,c,c,win
AH,KH,6S,TC,8S,c,c,loss
6C,JS,QS,QD,KD,c,c,win
AC,KC,8C,9D,7H,c,c,loss
QS,KD,8D,KS,QC,c,c,win
KD,JD,TD,9H,JC,c,c,loss
KS,8H,TS,9H,7D,c,c,win
7D,JS,8C,6C,7H,c,c,loss
QD,AH,TC,8C,6C,c,c,win
TH,6D,AC,JC,6H,c,c,win
7C,QC,KS,AS,KC,c,r,loss
JD,8S,JH,KC,8C,c,c,win
7D,8H,JD,9D,AS,c,c,win
9D,8D,TC,QD,JS,c,c,win
8S,AD,7S,AC,6D,c,c,win
6H,AC,JH,QC,KS,c,c,win
6C,9C,TH,QC,JH,c,c,win
QC,KD,8H,8C,QD,c,c,win
KD,7H,AD,7C,8S,c,c,loss
AC,TH,JS,9C,8C,c,c,win
AS,TH,8S,8H,QD,c,c,loss
QC,7S,8S,TD,AD,c,c,loss
AD,TD,7H,JC,JS,c,c,loss
9D,QS,8D,7H,8H,c,r,loss
7D,8S,AC,KS,AH,c,r,loss
JH,JS,9C,KD,8S,c,c,win
TH,TD,6C,8H,KH,c,c,win
KH,QH,JH,7C,AD,c,c,loss
TC,6S,KC,7C,QC,c,c,win
TH,8C,7D,8H,QS,c,c,win
TD,9C,9D,AH,8D,c,c,win
TD,7S,AH,QS,6D,c,c,loss
AS,KD,AC,7C,KS,c,c,win
TD,KS,6H,8D,AH,c,c,loss
KC,8H,9S,9C,AS,c,c,win
QS,KD,TC,8S,AH,c,c,loss
AS,JS,AD,QH,6D,c,c,loss
7D,6C,8H,8D,KH,c,r,loss
AH,JC,JH,TD,AC,c,c,loss
8C,TC,7S,AC,JH,c,c,loss
KC,8D,AD,TH,TD,c,c,loss
6D,8S,9S,TS,TD,c,r,loss
8C,KD,JH,TS,KC,c,c,win
AS,8D,7C,TS,KD,c,c,win
TD,8H,KD,9H,7C,c,c,loss
AC,7S,TC,AD,AH,c,c,win
KC,TS,KS,JC,TC,c,c,loss
QD,JD,AS,KH,9S,c,c,loss
TH,KS,TC,7C,QC,c,c,win
AD,6C,TC,QH,JH,c,c,loss
TH,9D,QD,AH,6S,c,c,loss
KS,AC,JS,7S,AD,c,c,win
8S,9H,JD,TD,QD,c,c,loss
TD,AD,8S,8D,JC,c,c,win
6S,KD,6D,JC,AD,c,c,win
AH,9S,QS,8C,6S,c,c,loss
JD,TD,AD,AH,6H,c,c,loss
AS,9C,TD,8D,JC,c,c,win
6C,7D,QD,KH,8D,c,c,loss
8H,8D,AC,8S,7S,c,c,win
AD,6H,7D,9S,7C,c,c,loss
6D,7H,JS,7C,KD,c,c,win
7S,9C,8H,TH,JH,c,c,win
7C,JD,8H,6D,QH,c,c,win
6S,6C,JH,JC,QH,c,c,loss
6S,AS,QS,9C,6H,c,c,win
9D,AD,TH,7H,JH,c,c,win
AS,9D,KD,8D,8H,c,r,loss
KS,7H,KC,9H,8C,c,c,win
JS,9H,AH,TS,QD,c,c,win
QH,8C,JC,JH,8S,c,c,win
AD,8D,KH,AS,6D,c,c,win
KS,AD,JS,7D,8H,c,c,loss
6D,QH,7H,KS,JD,c,c,loss
6H,7H,QH,QS,JH,c,c,win
6C,7S,6D,JC,QC,c,c,win
JS,AH,QD,6S,JH,c,c,win
QS,7D,8C,QH,8D,c,c,win
6H,JS,AD,9D,7D,c,c,loss
9S,AH,JS,6H,7C,c,c,loss
KD,8H,QD,KS,6H,c,c,win
9H,AH,6H,JS,9C,c,c,loss
KC,6C,8C,AH,QD,c,c,loss
AC,9D,KD,7D,9C,c,c,loss
9H,7H,JH,KS,QS,c,c,win
TS,KD,7S,9S,9D,c,c,loss
8S,7H,TC,KS,9H,c,c,loss
QC,7H,AD,8C,KC,c,c,loss
7S,6S,TS,AD,KH,c,c,win
AH,9H,9S,QD,7S,c,c,win
QC,KH,7S,AS,9C,c,c,win
7D,7S,TD,TH,6D,c,r,loss
KD,8D,TD,JH,KC,c,c,win
7C,AD,JH,QS,9S,c,c,loss
TH,7C,6H,AC,9D,c,c,win
TH,9H,QS,6C,JC,c,c,win
JS,8C,KC,TS,JH,c,c,win
AC,KS,QS,QH,7H,c,c,win
8C,9D,6S,9S,8D,c,c,win
JC,QC,KD,KS,9C,c,c,win
JS,8D,TH,JH,QH,c,c,loss
6S,TH,8D,QD,6D,c,c,win
QC,TH,6S,JC,QH,c,c,loss
QC,AD,KH,TC,9H,c,c,loss
TH,9S,QC,8S,TC,c,c,loss
TS,6C,JC,9S,KD,c,c,win
QH,AD,QS,9D,JH,c,c,loss
AS,AC,8H,JS,KS,c,c,loss
9S,TS,6D,9H,QD,c,r,loss
9H,TD,QH,7H,6C,c,c,loss
TD,KD,9H,6D,QD,c,c,loss
QS,6C,AC,9H,6H,c,c,loss
6H,8H,QH,AD,KH,c,c,win
AS,6S,JD,7S,9D,c,c,loss
7D,8D,6H,TD,JC,c,c,loss
9D,TD,KD,8H,QD,c,c,win
6H,JS,6S,AC,TC,c,c,loss
6D,7D,8D,7H,TD,c,r,loss
7S,9S,TD,JS,AS,c,c,win
AS,6H,9H,KC,9D,c,c,loss
AD,JH,JD,AH,7S,c,c,win
KS,8H,KD,6H,9S,c,c,win
KD,KS,JD,AD,KH,c,c,win
KS,8H,KD,QD,AD,c,c,loss
TH,KC,QS,8C,6H,c,c,loss
7S,6S,8C,7H,6C,c,c,win
8S,9S,9D,6D,7S,c,c,win
6H,9H,9C,TS,JD,c,c,loss
KS,QS,QD,AS,7H,c,c,win
9S,KH,AS,7S,8S,c,c,win
7S,AH,6H,QD,TD,c,c,win
TD,TC,7D,JD,JH,c,c,win
7C,TC,JH,QC,8H,c,c,loss
6C,9C,9H,6D,6S,c,c,win
KC,KD,6D,JH,9D,c,c,win
QS,KH,QC,AD,TH,c,c,win
KD,JH,7S,KC,9H,c,c,loss
QD,KC,8H,QC,9H,c,c,win
7D,6H,7S,KD,8H,c,c,loss
7C,QD,9H,7D,JH,c,c,win
TC,AS,QD,8S,QH,c,c,loss
QH,KD,6D,8H,TC,c,c,loss
QS,JD,JH,TD,6H,c,c,win
KC,KS,6H,9H,6C,c,c,win
8C,JD,8D,7H,6D,c,c,win
QD,7S,9S,TD,KS,c,c,loss
TD,QD,TC,8S,JS,c,c,win
AC,6C,QD,9H,JD,c,c,loss
6C,AH,6S,QD,TC,c,c,loss
9D,6H,8S,9C,9S,c,c,win
6D,AC,8C,AD,9H,c,c,loss
8C,6S,8D,6C,KH,c,c,win
7S,8C,AH,TD,JD,c,c,loss
AD,JS,TH,QD,JD,c,c,win
6H,9H,7D,QH,TC,c,c,win
AS,AD,QD,AH,JD,c,c,win
TC,7H,KC,7S,8S,c,c,loss
TC,7D,6H,6S,JH,c,c,win
9C,QD,JC,KS,TH,c,c,win
8D,9C,7S,6D,AD,c,c,loss
QS,6S,7C,7D,QH,c,r,loss
8H,JD,6C,6D,AC,c,r,loss
6D,AH,6S,QC,9H,c,c,win
7D,TC,AS,JS,8S,c,c,win
7H,QS,AS,7S,QC,c,c,loss
JS,6C,9S,QH,7C,c,c,loss
9D,QS,8H,KD,QH,c,c,win
9D,TC,8D,6D,KH,c,c,loss
9D,7C,AC,7D,AD,c,c,loss
KD,9S,6D,AC,JS,c,c,loss
QS,TC,8D,QC,8C,c,c,loss
8C,AD,KC,8D,TS,c,c,win
AD,KH,7H,QH,TD,c,c,loss
AD,QS,AC,JD,7H,c,c,loss
9S,8S,KS,QD,JC,c,c,loss
6D,QC,AH,JD,KS,c,c,loss
7D,QD,QS,6D,9H,c,c,win
TH,7S,KD,6D,9D,c,c,loss
TD,JH,7C,KC,JC,c,c,win
KC,6D,QS,8C,JC,c,c,loss
QH,KC,AD,KH,9H,c,c,win
7H,8H,JS,6C,7D,c,c,win
9C,8C,AD,6S,AC,c,c,loss
JS,8D,KD,AS,8H,c,c,win
6D,JD,TD,KH,JS,c,c,loss
QC,6H,8H,7C,8D,c,c,loss
TH,TD,QD,7D,AC,c,c,loss
JH,TH,7H,AC,KC,c,c,win
AH,JH,7C,TS,7D,c,c,loss
8D,QD,9D,9H,8C,c,c,win
AD,7C,8H,KS,AC,c,c,loss
9C,TC,8H,KC,TS,c,c,win
7H,KS,6D,6S,6C,c,r,win
9D,8C,8S,KC,9S,c,c,win
6S,8H,7S,8D,7C,c,r,win
KD,AC,9S,9C,QS,c,c,loss
AH,AD,8H,TS,8D,c,c,win
8C,AC,KS,8H,6D,c,c,loss
TH,6S,KD,7D,KC,c,c,win
QH,AH,8C,AD,KD,c,c,win
9C,7S,AS,TC,JC,c,c,loss
TD,QH,AC,JS,TC,c,c,win
8C,KH,QC,KS,7S,c,c,win
6D,TD,AD,9D,7D,c,c,win
6H,AD,QC,8D,JD,c,c,win
8H,QS,7S,9C,AC,c,c,loss
AC,QH,TS,KC,9S,c,c,loss
AH,8D,AC,6C,JH,c,c,win
KH,AD,QS,TS,TH,c,c,win
KS,8C,QD,JD,6H,c,c,loss
QS,TC,8H,6H,AC,c,c,win
TC,AS,7H,6D,QC,c,c,win
QH,QC,6D,JD,JC,c,c,win
QS,KC,9H,8D,QD,c,c,win
QC,6D,TS,9D,QD,c,r,loss
9H,TS,9C,9D,7H,c,c,win
JC,9D,AH,9C,TS,c,c,win
8S,8H,JS,KD,QS,c,c,loss
JS,JC,KD,TS,7S,c,c,win
JD,6C,7S,9S,7H,c,c,win
TD,AS,6C,KD,6S,c,c,win
TS,7D,6H,9C,QC,c,c,win
AS,AD,7H,8D,9H,c,r,loss
QS,AC,7D,TS,8D,c,c,win
TH,TS,QD,6S,KD,c,c,win
7D,TD,TH,AD,8D,c,c,loss
TD,KC,TH,QS,9S,c,c,loss
TC,AH,9H,KD,6C,c,c,win
JC,AS,TH,9S,QD,c,c,win
KS,JS,6C,QH,TC,c,c,loss
7H,8D,JH,8C,7D,c,c,loss
8H,AC,7D,KC,QC,c,c,loss
JC,QH,7C,6D,8S,c,c,loss
TC,7S,6D,AC,JS,c,c,loss
8D,QC,6S,JC,8H,c,c,loss
KS,8D,9S,AC,6D,c,c,loss
6C,QS,6D,QH,TS,c,c,win
TH,8C,AD,AC,9H,c,c,loss
QD,9D,TC,8C,8S,c,c,win
JS,TC,AS,KS,8D,c,c,loss
8H,QD,AC,TD,7C,c,c,win
7H,8S,9S,6C,9C,c,c,loss
JD,8C,8D,8S,AC,c,c,win
JH,TS,8H,7C,6H,c,c,loss
8D,7S,JD,9D,7H,c,c,win
TH,7S,6H,9S,AC,c,c,loss
KS,QC,KC,7C,JC,c,c,win
8D,AD,7S,JH,QH,c,c,loss
TH,7D,8C,9H,QD,c,c,win
AD,KC,8C,8S,7D,c,r,loss
7C,AD,8C,JH,JS,c,c,win
9H,AS,TD,QS,9S,c,c,loss
QD,TS,AS,TC,6D,c,c,loss
8D,JH,TH,6D,9D,c,c,loss
TS,7H,JS,6D,QD,c,c,loss
QH,9H,TC,QS,QD,c,c,win
TS,TD,6S,TC,AS,c,c,win
QD,TS,KH,AD,KS,c,r,loss
7C,9C,JC,9H,AH,c,c,loss
AD,TS,TC,KD,QH,c,c,loss
JH,8H,6D,JS,KC,c,c,win
9S,AH,6C,7H,9H,c,c,win
QH,7H,9D,QC,QS,c,c,win
KD,6H,6S,8C,AD,c,c,win
KD,QH,AD,8D,QS,c,c,win
KS,JH,TC,JS,6S,c,c,win
TH,AS,QD,QH,9H,c,c,win
6H,QD,6S,KC,JS,c,c,win
7H,6S,QH,KD,8S,c,c,loss
QH,QS,QC,KH,JC,c,c,win
AD,KH,6S,KD,QD,c,c,loss
JC,TH,7D,KS,9D,c,c,win
JD,7D,AH,TS,6D,c,c,win
TC,8C,6D,7H,JD,c,c,loss
KC,TC,6S,9H,AC,c,c,loss
QS,8D,6D,AC,8C,c,c,loss
AC,8C,9H,AD,AH,c,c,win
6H,KS,7H,6S,AD,c,c,loss
TD,KD,7S,7H,QH,c,r,loss
JD,6S,JS,JC,KS,c,c,win
QH,JH,KS,JS,QS,c,r,loss
QH,KC,7S,TD,KH,c,c,win
QS,KD,8H,9H,AS,c,c,loss
7D,7H,TD,KD,KS,c,c,loss
9H,8S,6S,KC,QD,c,r,loss
KC,9D,6D,9S,JS,c,c,loss
QC,AH,6C,8C,6D,c,c,win
AC,7H,TS,KD,TC,c,c,loss
QC,9D,QD,KS,AS,c,c,win
7C,TD,QS,6H,6D,c,c,win
9C,JC,TH,7C,8H,c,c,win
9H,KH,KC,TS,JS,c,c,win
TC,QH,JC,6S,8D,c,c,win
KS,QH,TC,JD,7S,c,c,win
8H,6S,JH,6D,7C,c,c,win
KS,7H,KH,QS,9D,c,c,loss
9D,QH,7C,QS,QD,c,c,win
9H,KC,8S,7H,6D,c,c,win
7H,7S,JH,TH,AS,c,c,loss
JC,JD,JH,9D,9C,c,c,win
7H,KS,9S,JH,AD,c,c,loss
9D,7D,8H,7S,JC,c,c,loss
QD,7D,7S,KC,JC,c,c,win
7C,AD,9D,6S,6H,c,c,win
AS,8H,7D,TD,6S,c,c,loss
TC,6S,8C,KS,JH,c,c,loss
JD,TS,TD,9D,TC,c,c,win
7H,8C,TS,QC,7C,c,c,win
KC,7C,8S,KS,6C,c,c,win
6S,AH,AD,8S,QS,c,c,win
6S,7S,9S,8H,TC,c,c,win
JS,8D,9H,TD,8C,c,c,win
6S,JC,6D,KD,9S,c,c,win
QD,JC,7D,QH,AD,c,c,win
6C,KC,9S,JH,TS,c,c,win
7C,JH,7D,JS,9H,c,c,win
8D,6C,AC,6S,QS,c,c,win
JS,7S,6S,KH,KC,c,c,loss
AD,QC,QD,8H,KD,c,c,loss
6H,KS,JC,6C,7C,c,c,loss
TC,TS,AC,TD,QD,c,c,win
9S,7S,KS,QS,7H,c,c,win
KS,6S,9D,QD,JD,c,c,loss
7S,6H,QC,8H,QD,c,c,loss
8S,QC,9D,9S,JD,c,c,win
JS,KD,QH,TH,6D,c,c,loss
6D,7S,8S,7C,AC,c,c,loss
9D,TS,KD,JS,6C,c,c,win
TD,9H,AS,TC,JS,c,c,win
QC,6S,KD,AC,9C,c,c,win
JH,9D,8H,9S,7S,c,c,win
JC,TH,9D,TC,8D,c,c,win
9S,7D,AH,TD,AC,c,c,loss
TH,7H,TC,AD,QC,c,c,loss
TC,7S,QD,JD,AH,c,c,loss
QS,AC,QD,8D,9H,c,c,loss
KS,AH,JS,7C,7H,c,c,win
QD,KH,QH,QC,8C,c,c,win
QS,JH,TC,AH,KD,c,c,loss
TH,8S,JH,7D,9D,c,c,win
6C,JH,7S,8H,AH,c,c,loss
KS,7D,7S,JH,QC,c,c,loss
6D,TC,TH,8D,7D,c,c,win
8C,QC,7S,7D,6C,c,c,loss
AH,QH,KS,8H,TC,c,c,loss
7C,7S,9S,AS,AH,c,c,loss
9S,8C,6S,8H,7H,c,c,win
QH,AS,TD,KD,TC,c,r,loss
QS,8D,KH,8H,7H,c,c,loss
9D,7S,9H,JH,KD,c,c,loss
QH,6D,TS,7C,QC,c,c,loss
QD,AC,9D,6H,JS,c,c,win
8C,JS,9S,AC,QH,c,c,loss
TC,KD,AH,9D,KH,c,c,loss
AS,JC,KH,9D,8D,c,c,loss
JS,7D,AH,7H,7S,c,r,loss
7S,TS,8S,TC,QC,c,c,win
9C,7D,9S,6C,TH,c,c,win
AD,AH,9D,TD,6S,c,c,win
AS,QD,9D,6S,TC,c,c,loss
8S,QC,JS,8D,6D,c,c,loss
JC,QS,AD,QC,8H,c,c,win
JD,TC,9D,AD,9C,c,c,loss
QS,9S,7C,JD,AS,c,c,win
QH,TS,KH,KC,8C,c,c,win
QH,TC,KS,TH,7H,c,c,win
TH,AH,KH,QD,9D,c,c,win
6D,7D,9D,JD,7C,c,c,win
9H,AC,JH,QD,KC,c,c,loss
TD,JS,AH,AC,AS,c,r,win
9H,JH,AD,8D,9S,c,c,loss
TS,8C,6C,9D,AC,c,c,win
9D,KH,TD,AC,JH,c,c,loss
AD,6D,KS,7H,TS,c,c,loss
KH,AS,AH,7C,JC,c,r,loss
AH,8D,KC,KD,8H,c,c,loss
TD,7C,7S,JC,JH,c,r,loss
8C,TD,6S,AD,KH,c,c,win
KH,KC,AD,TS,6C,c,c,loss
9D,8D,KH,TC,9H,c,c,win
6H,QC,AD,TC,9C,c,c,loss
QS,AD,JS,6H,6C,c,c,loss
6D,JD,QH,TD,6H,c,c,loss
TC,7D,9C,KS,8D,c,c,win
6S,8H,AC,7S,6H,c,c,loss
TH,KH,KS,8C,AH,c,c,win
AS,9S,TH,9H,AC,c,c,loss
8D,TS,JC,8C,QH,c,c,loss
7D,9S,JH,TD,JC,c,r,loss
AS,AD,QC,JD,7H,c,c,loss
KD,7D,AC,QH,8D,c,c,loss
AH,AC,JC,KH,6S,c,c,win
TD,8H,9H,QH,6H,c,c,win
TH,QH,8H,9S,KC,c,c,loss
7C,QD,JS,AH,8D,c,c,loss
9D,KS,TD,9S,9H,c,c,win
JS,9D,QC,8D,KD,c,c,loss
6H,JC,QC,KH,6S,c,c,loss
8S,KS,KC,7H,AC,c,c,loss
KD,9S,9D,KS,TC,c,c,win
QH,7H,7D,8C,6C,c,c,loss
9D,7D,9C,QC,TH,c,c,win
7D,8H,8D,JS,6C,c,c,loss
7C,JC,AS,JH,6C,c,c,win
9H,JS,8H,7H,6C,c,c,win
6H,KH,8C,TC,JS,c,c,loss
7C,JD,TD,6H,7H,c,c,win
AC,AS,AD,6D,TS,c,c,win
6S,8S,7C,KH,8C,c,c,loss
QD,9S,QS,QH,6D,c,c,win
7H,KC,KS,6D,QD,c,c,loss
AD,9C,TH,8D,7S,c,c,loss
AC,KS,9D,7H,AS,c,c,loss
TD,7H,8C,JD,QD,c,c,win
JS,QC,AS,7C,TS,c,c,win
7H,7S,KS,AD,AS,c,r,loss
AH,JS,8S,TH,8C,c,c,loss
TD,AD,6S,9H,QH,c,c,loss
TH,QS,TD,AD,JC,c,c,win
9S,KC,AC,JC,8S,c,c,win
6S,8H,KD,9S,KC,c,c,loss
AD,KS,6H,AS,8D,c,c,win
AD,7S,8D,QH,JC,c,c,loss
KD,QH,QD,JD,6D,c,c,loss
6H,JS,TH,AC,KS,c,c,win
JC,KS,9S,AD,JD,c,r,loss
JC,7D,QC,6S,QD,c,c,loss
KS,9S,8S,TD,JC,c,c,win
JH,TC,9D,9S,JD,c,c,win
JH,KC,6H,6S,AS,c,r,loss
7D,7C,AH,JH,TD,c,c,win
7S,JH,7H,TH,AS,c,c,loss
KD,8S,TS,JS,QD,c,c,loss
7D,KS,AD,8D,JD,c,c,loss
QD,6D,AC,QC,TS,c,c,loss
TD,7S,6H,JC,QD,c,c,win
QH,TD,9D,KH,8H,c,c,win
QD,AD,TD,JS,8H,c,c,win
6S,JD,QH,6H,TD,c,c,loss
7S,9H,8D,JS,TC,c,c,win
TC,9S,KH,QD,7C,c,c,win
AH,KC,JS,7D,JC,c,c,win
TD,9S,TH,AD,AH,c,c,win
7C,6C,QH,7D,JC,c,c,loss
7H,JH,TC,8S,AH,c,c,win
8D,7H,TC,6H,JH,c,c,win
8C,TS,JS,TC,TH,c,c,win
TC,7S,AS,TH,JH,c,c,loss
JS,TC,QS,TH,7D,c,c,win
7C,8H,8C,8D,KH,c,c,win
TC,AD,QD,QH,JC,c,c,win
QH,8S,9D,KC,7H,c,r,loss
TD,6S,QS,QD,AH,c,c,win
QC,KS,8C,6H,JD,c,c,loss
AD,7D,7S,9D,9C,c,c,loss
QD,TC,7H,TS,AD,c,c,win
QH,AC,7H,JH,QC,c,c,loss
JS,QH,6C,AS,6D,c,c,loss
TH,6D,KH,KS,7D,c,c,win
KS,JD,TH,8H,JH,c,c,loss
KC,QC,6C,7S,9H,c,c,win
9H,7C,AD,8C,KH,c,c,win
8C,AC,AS,9C,KH,c,c,win
8S,QH,JH,6D,JS,c,c,loss
TH,7C,6D,AC,9C,c,c,loss
6S,TD,7C,TS,AH,c,c,win
QD,9H,QC,TS,AD,c,c,win
QS,AC,6S,8H,TD,c,c,loss
8D,KS,AD,7D,6C,c,c,loss
TH,JC,QH,8C,9S,c,c,loss
AC,JC,8S,9D,7C,c,c,win
8H,AS,6H,6C,9D,c,c,loss
8S,KC,7D,8H,KS,c,c,win
8S,9C,KD,TH,6C,c,c,loss
6S,9S,KS,QD,9C,c,c,win
8C,9H,QC,AH,8D,c,c,loss
7S,AS,6H,JC,9S,c,c,loss
AC,TC,QC,AD,QS,c,r,loss
AS,JC,QD,TH,7D,c,c,loss
AD,JC,7S,8S,9S,c,c,win
8C,AC,8H,8D,9D,c,c,win
KH,KC,AS,TC,JS,c,c,win
AD,TS,KH,QC,7D,c,c,loss
KD,8S,6D,8C,AH,c,c,loss
8H,QH,TD,9S,6D,c,c,loss
9H,TC,KD,7S,7C,c,c,win
7H,TD,7C,QC,AC,c,c,win
AH,8H,QH,8C,AS,c,c,win
JC,8D,9H,JD,7C,c,c,loss
QH,JH,8S,7C,JC,c,c,win
JD,AS,TH,7S,KS,c,c,win
AC,TH,9S,9C,TS,c,c,win
7S,QD,AC,6D,6H,c,c,loss
9H,9C,AH,AS,7H,c,c,win
QD,KH,9S,JH,6D,c,c,loss
7H,9S,AC,KS,8S,c,c,loss
JC,8H,7D,9C,6D,c,c,win
7D,JD,AS,8C,TH,c,c,loss
KD,TH,AS,QC,JS,c,c,win
8C,AS,9S,7S,8D,c,c,win
9H,KH,8H,6S,AS,c,c,loss
KC,KH,JC,8C,AD,c,c,win
9C,AH,AD,7D,6H,c,c,loss
9S,7D,TH,8C,KH,c,c,loss
JD,TS,JC,JS,TH,c,c,win
7C,AC,JD,7S,KD,c,c,loss
8D,AD,AC,AS,8C,c,c,win
AS,7D,8H,6C,QS,c,c,loss
AC,7S,JC,JH,AS,c,c,loss
8H,9H,JS,7D,8S,c,c,win
JD,9H,AH,7D,TH,c,c,loss
8D,QS,8S,9H,QC,c,c,win
7H,KH,AH,6S,8H,c,c,loss
AS,TS,QD,6S,TH,c,c,win
TD,9C,AS,QH,6H,c,c,loss
6S,AS,TD,KS,8C,c,c,loss
8C,JS,QC,JD,QD,c,c,win
TD,8S,7H,6C,KH,c,c,loss
KD,7C,TS,8H,AS,c,c,loss
TH,8D,6D,6S,KH,c,c,loss
8D,8H,7C,JS,9D,c,c,win
TH,AH,TD,QH,7C,c,c,win
6D,TC,9H,TD,9C,c,c,win
9D,JD,8H,7C,JS,c,c,win
8D,AH,QS,7S,6C,c,c,loss
7C,8H,8D,7S,AC,c,c,win
9S,6S,7H,6H,QC,c,c,loss
8C,6S,9C,7D,TD,c,c,win
KH,7H,JH,8C,AC,c,c,loss
8S,AH,QS,TS,QH,c,c,loss
KC,9D,TH,9S,AS,c,c,loss
KH,6C,JH,7D,TC,c,c,loss
7C,6D,8S,KD,8C,c,c,win
6S,7C,7D,JS,QS,c,c,loss
KS,9C,8H,6S,AS,c,c,loss
7S,7D,JC,6H,9C,c,c,win
6D,JH,9S,AD,8S,c,c,loss
AS,7C,KS,TH,9S,c,c,win
7S,JC,JH,KC,AH,c,c,win
8S,JS,AH,JH,8H,c,c,win
7C,KD,TD,8H,QD,c,c,loss
TD,6C,KD,KS,AC,c,c,loss
QS,9H,8D,7H,QC,c,c,win
AH,8C,KH,TH,QS,c,c,loss
9S,8H,AD,AC,AH,c,r,win
9S,TD,JS,KS,8D,c,c,win
9C,8H,KC,KS,JD,c,c,loss
7S,QC,9D,AH,7C,c,c,loss
6S,7C,TH,AS,9D,c,c,loss
AH,8D,TC,KC,9S,c,c,loss
9D,QD,JC,KC,TS,c,c,win
7S,9H,QH,TC,TD,c,c,win
